User,Totals
(aeropagitica),13790 
-revi,2 
172,138 
17Drew,358 
23skidoo,732 
28bytes,3267 
2over0,1899 
5 albert square,5444 
52 Pickup,193 
7,4932 
7SeriesBOT,6403 
@pple,738 
A Man In Black,3517 
A Train,321 
A. B.,4041 
AA,960 
ABCD,3732 
AGK,13679 
AKeen,41 
AKoval (WMF),3 
APPER,1 
AZT2008,1 
Aarktica,213 
Aaron Brenneman,1427 
Aaron Schulz,9496 
Abecedare,650 
Academic Challenger,23248 
Acalamari,15256 
Acather96,494 
Accounting4Taste,29472 
Acdixon,258 
Acetic Acid,151 
Acropolis now,3 
Acroterion,71819 
Adam Bishop,3885 
Adambiswanger1,143 
Adambro,2298 
Adashiel,896 
Adavyd,8 
Addshore,4684 
AdjustShift,767 
Adjwilley,48 
Admiral Norton,400 
Admrboltz,5328 
Aecis,4105 
Aervanath,2587 
After Midnight,53343 
Agathoclea,1603 
Ahoerstemeier,15752 
Ahonc,37 
Airplaneman,5375 
Ais523,348 
Aitias,5468 
Ajraddatz,45 
Akhilleus,1384 
Akradecki,5769 
Aksi great,2597 
Al Ameer son,154 
Alai,1468 
AlainV,1 
Alan,26 
Alasdair,802 
Aldux,550 
Ale jrb,1945 
Alex Bakharev,4792 
Alex S,38 
Alex Shih,703 
Alex.muller,965 
Alex756,2 
AlexandrDmitri,2908 
Alexandria,3362 
Alexf,93681 
AlexiusHoratius,2832 
Alhutch,829 
Alison,13285 
AlisonW,715 
AlistairMcMillan,376 
AliveFreeHappy,234 
Alkivar,3330 
Allan Aguilar,9 
Allen3,12868 
AllyUnion,2451 
Alphachimp,11150 
Altenmann,7245 
Alteripse,25 
Alvestrand,574 
Amalas,1278 
Amalthea,6356 
Amatulic,9209 
Amberrock,920 
Amcaja,118 
Ameliorate!,632 
AmiDaniel,4031 
Amire80,597 
Amophar,1 
Amorymeltzer,10248 
Ams80,12 
Anas Salloum,1024 
Ancheta Wis,44 
Andonic,2351 
Andre Engels,3 
Andrei Stroe,2 
Andres,9 
Andrevan,2329 
Andrew Gray,1975 
Andrew Levine,797 
Andrew Norman,160 
Andrew Yong,31 
Andrew c,1700 
Andrewa,498 
Andris,17 
Android79,3734 
Andrwsc,9219 
AndyZ,1041 
AnemoneProjectors,5388 
Anetode,12169 
AngelOfSadness,1933 
Angela,2678 
Angelo.romano,1529 
Angr,35986 
Angusmclellan,21254 
AniMate,575 
Animum,4575 
Anna Frodesiak,7756 
Anne Delong,1379 
Anomie,10505 
AnomieBOT III,13302 
AnonEMouse,339 
Anonymous Dissident,3354 
Anonymous editor,1003 
Antandrus,14865 
Anthere,61 
Anthony Appleyard,57130 
Anthony Bradbury,35467 
AntiAbuseBot,947 
AntonioMartin,68 
Apokryltaros,1 
Appraiser,335 
Aqwis,462 
Aranel,1145 
Arbitrarily0,3082 
Arcadian,499 
Archtransit,53 
Arctic.gnome,934 
Aris Katsaris,7 
Arjun01,1153 
Arminius,157 
ArnoldReinhold,323 
Arsenikk,658 
Art LaPella,90 
Arthur Rubin,1884 
Aruk Besadii Aora,2 
Arvindn,19 
Arwel Parry,945 
Asbestos,102 
Asterion,332 
AstroNomer~enwiki,2 
Astronautics~enwiki,881 
Atama,4106 
Athaenara,113546 
Atlant,699 
AuburnPilot,5504 
Audacity,48 
Aude,1878 
Auntof6,1 
Ausir,31 
Avocato,7 
Avraham,4750 
Awiseman,48 
Awolf002,15 
AxelBoldt,75 
AzaToth,2591 
B,25243 
BD2412,14244 
BDD,9035 
BOZ,1422 
Babajobu,329 
Baboon Faceless,2 
Backslash Forwardslash,5024 
Bagumba,1045 
Bahamut0013,3 
Bald Zebra,770 
Balloonman,472 
Banes,228 
Banno,77 
BanyanTree,3227 
Barek,4049 
Barneca,2491 
Barneca sock 1,1 
BaronLarf,459 
Barras,9 
Basalisk,1156 
Bastique,763 
Bazonka,1 
Bbatsell,786 
Bbb23,22308 
Bcorr,255 
Bdesham,30 
Bduke,369 
Bearcat,11824 
Bearian,4571 
Bedford,73 
Beeblebrox,12735 
Beetstra,2923 
Bel123456,1 
Beland,294 
Bellhalla,24 
Ben MacDui,1544 
Bencherlite,8927 
Bencmq,3 
Bennylin,4 
Berean Hunter,1943 
Berig,54 
Betacommand,11366 
Bgwhite,1021 
Bhadani,1941 
Bibliomaniac15,7463 
BigDom,571 
BigHaz,3245 
BigrTex,1244 
Bigtimepeace,670 
Bilby,629 
Bill,1 
Billinghurst,3371 
BillyH,52 
Biosthmors,17 
BirgitteSB,187 
Bishonen,3180 
Bishzilla,119 
Bjarki S,142 
Bjelleklang,1269 
Bkell,1589 
Bkonrad,1784 
Black Falcon,7391 
Black Kite,13150 
Blankfaze,400 
Blood Red Sandman,1154 
Blubberboy92,1 
Bluemoose,10805 
Bluerasberry,24 
Blurpeace,652 
Bmicomp,464 
Bob the Wikipedian,3821 
Bobak,1252 
Bobet,5455 
Bobo192,4998 
Bogdangiusca,3453 
Boing! said Zebedee,10826 
Bongwarrior,36922 
Bonkers Bobcat,1 
Bookofjude,805 
Bopped Kia,1 
BorgHunter,908 
BorgQueen,9663 
Borisblue,402 
Bovlb,96 
BozMo,516 
BradBeattie,421 
BradPatrick,26 
Bradeos Graphon,6278 
Brandon,5180 
Bratsche,807 
Brendanconway,1194 
