User	DL	UD	PT	UP	PM	BL	UB	BM	UR	RM	Total
Duncharris	986	57	47	10	0	92	20	0	0	0	1212
Durin	2448	7	28	13	0	168	15	0	0	0	2679
Durova	24	1	211	37	11	388	66	0	0	0	738
Dustimagic	215	2	4	2	0	50	8	1	0	0	282
Dvyost	56	0	0	0	0	11	1	0	0	0	68
Dweller	1548	23	96	2	4	270	9	0	203	7	2162
Dysprosia	154	6	3	1	0	97	11	0	0	0	272
ERcheck	2941	9	66	10	0	992	29	1	0	0	4048
ESkog	9883	76	111	22	4	835	108	1	0	0	11040
EVula	2324	94	150	19	11	890	26	0	334	23	3871
EWS23	643	3	7	2	0	136	11	0	0	0	802
Earl Andrew	109	35	26	5	0	67	12	0	0	0	254
Earle Martin	262	11	6	2	1	30	2	0	0	0	314
East718	226023	1904	5341	1632	284	3520	1007	15	0	30	239756
Ed Poor	73	13	35	32	0	71	28	0	10	16	278
Ed g2s	3047	69	30	27	2	48	5	0	0	0	3228
EdJohnston	842	20	373	18	41	584	37	5	0	0	1920
Edcolins	30	4	2	2	0	2	0	0	0	0	40
Edgar181	25839	193	381	17	14	11468	173	55	0	17	38157
Edison	680	12	2	1	0	117	3	0	0	0	815
Edokter	1245	30	32	14	20	39	5	0	0	1	1386
Edward	363	0	0	0	0	21	3	0	0	0	387
Edward Z. Yang	12	0	3	0	0	8	1	0	0	0	24
EdwinHJ	563	4	14	4	1	23	7	0	0	0	616
Efe	1427	4	11	1	3	163	0	2	0	1	1612
Egil	61	0	1	0	0	213	3	0	0	0	278
Either way	5440	35	153	10	8	867	43	4	0	7	6567
El C	1717	52	637	58	24	2996	116	0	0	3	5603
Eleassar	81	16	2	0	0	3	0	0	0	0	102
Electionworld	1285	33	1	0	0	0	0	0	0	0	1319
Elf	138	14	0	0	0	0	0	0	0	0	152
Elf-friend	465	1	17	0	0	15	0	0	0	0	498
ElinorD	7274	69	60	1	5	254	15	0	0	0	7678
Eliz81	954	47	93	0	19	228	4	0	0	1	1346
Elkman	5946	12	45	5	4	404	29	0	0	0	6445
Ellsworth	18	0	0	0	0	1	0	0	0	0	19
Elonka	1289	19	45	13	2	479	23	3	0	0	1873
Eloquence	124	5	7	5	0	28	10	0	0	1	180
Eluchil404	886	56	5	0	0	10	0	0	0	0	957
Emperor	40	29	0	0	0	0	0	0	0	0	69
EncMstr	543	53	219	115	32	811	17	9	0	0	1799
Encephalon	92	22	27	6	0	28	36	0	0	0	211
Enchanter	14	0	1	3	0	2	0	0	0	0	20
EncycloPetey	115	9	64	0	2	30	2	0	0	0	222
Enochlau	17605	26	72	20	1	56	4	0	0	0	17784
Epbr123	2230	8	6	0	1	609	7	3	0	1	2865
Erdem T¸z¸n	0	0	2	0	0	0	0	0	0	0	2
Ericorbit	152	5	137	1	4	250	0	0	0	0	549
Esanchez7587	1934	3	60	4	7	205	1	0	0	0	2214
Espresso Addict	284	8	5	1	0	2	0	0	0	0	300
Esprit15d	389	9	9	2	0	1	0	0	0	0	410
Essexmutant	19	0	1	0	0	7	1	0	0	0	28
Essjay	1806	171	218	23	0	1236	248	0	715	66	4483
Esteffect	785	24	16	6	0	95	21	0	0	0	947
Eugene van der Pijll	968	54	9	3	0	8	1	0	0	0	1043
EurekaLott	696	64	17	1	0	29	0	0	0	0	807
Euryalus	662	5	28	0	8	263	8	10	0	2	986
Ev	132	13	1	0	0	2	0	0	0	0	148
EvanProdromou	0	0	0	0	0	1	0	0	0	0	1
Eventtable	0	0	1	0	0	0	0	0	0	0	1
Evercat	245	2	32	23	1	259	35	0	0	0	597
Everyking	1272	4	7	12	0	28	12	0	0	0	1335
Evil Monkey	1894	13	28	12	0	284	23	0	0	0	2254
Evil saltine	385	23	17	8	0	167	13	0	0	2	615
Evilphoenix	835	60	79	5	0	143	16	0	0	0	1138
Explicit	0	0	4	0	0	0	0	0	0	0	4
Exploding Boy	1372	5	6	2	1	135	12	0	0	0	1533
Extraordinary Machine	341	141	14	5	0	178	28	0	0	0	707
Extreme Unction	543	22	26	2	0	26	4	0	0	0	623
Eye of the Mind	16	2	9	2	1	9	0	0	0	0	39
EyeSerene	75	15	23	1	7	205	10	2	0	0	338
Eyrian	633	23	33	3	0	40	1	0	0	0	733
Ezeu	892	30	37	35	1	123	9	0	0	0	1127
Ezhiki	1038	246	40	12	5	60	23	0	0	0	1424
FCYTravis	3479	174	158	46	19	192	31	0	0	0	4099
FT2	367	24	70	6	5	218	37	10	0	14	751
Fabrictramp	3777	36	161	5	21	79	2	1	0	0	4082
Faithlessthewonderboy	3130	69	185	1	0	398	3	5	0	1	3792
Falco McCloud	0	0	1	0	0	0	0	0	0	0	1
Fang Aili	29076	83	118	52	0	253	12	0	0	0	29594
Fantasy	18	4	4	2	1	1	0	0	0	0	30
Fastfission	194	11	9	6	2	160	20	0	0	0	402
Fawcett5	813	7	3	2	0	58	0	0	0	0	883
FayssalF	408	8	305	51	12	1246	81	0	0	0	2111
Feco	3	0	0	0	0	0	0	0	0	0	3
FeloniousMonk	17	13	29	4	0	143	20	0	0	0	226
Femto	370	4	30	7	0	288	9	0	0	0	708
Fennec	18	3	5	3	0	30	3	0	0	0	62
Ferkelparade	589	3	2	1	0	37	0	0	0	0	632
Feydey	4766	24	58	17	8	91	3	0	0	0	4967
Filelakeshoe	226	7	8	1	3	75	4	1	0	8	333
Filiocht	851	2	3	5	0	36	0	0	0	0	897
Finlay McWalter	325	3	16	5	0	405	19	0	0	0	773
Fir0002	20	0	0	0	0	1	0	0	0	0	21
Firefoxman	269	6	11	2	2	6	0	0	0	1	297
Firsfron	1492	8	88	5	1	265	30	0	0	1	1890
Fish and karate	9143	204	368	21	19	632	373	0	0	10	10770
FisherQueen	6264	18	279	5	11	1216	42	6	0	0	7841
Fishhead64	24	1	0	0	0	27	0	0	0	0	52
Flcelloguy	855	42	775	720	0	268	40	0	0	0	2700
FloNight	467	5	49	6	1	143	18	0	0	0	689
Flockmeal	146	1	1	0	0	14	0	0	0	0	162
Flowerparty	1035	42	11	2	0	23	0	0	0	0	1113
Flucky	0	0	1	0	0	0	0	0	0	0	1
Flyguy649	1309	22	201	8	20	740	37	0	0	0	2337
Formeruser-81	44	0	21	3	0	25	20	0	0	0	113
Formeruser-82	199	24	45	24	0	121	25	0	0	0	438
Foxy Loxy	334	3	105	1	2	18	0	3	0	1	467
Fram	7815	86	171	6	28	361	8	5	0	0	8480
FrancisTyers	172	5	20	7	0	67	15	0	0	0	286
Francs2000	10097	74	122	17	0	574	21	0	0	12	10917
Frank	1749	34	37	1	4	169	5	1	0	5	2005
Frazzydee	363	13	64	32	0	12	13	0	0	0	497
Freakofnurture	9841	927	551	96	5	10422	1134	0	0	0	22976
Fred Bauder	162	47	106	25	0	288	105	1	0	0	734
Fred J	1430	16	12	7	0	36	1	0	0	0	1502
Fredrik	209	3	1	0	0	40	1	0	0	0	254
Freestylefrappe	14	0	4	1	0	48	1	0	0	0	68
FreplySpang	6790	37	35	5	0	776	47	0	0	0	7690
Friday	9306	95	54	22	3	372	38	0	0	12	9902
Fritzpoll	876	15	33	2	6	61	11	3	0	27	1034
Fropuff	28	1	2	0	0	2	0	0	0	0	33
Fuhghettaboutit	5691	106	124	8	0	237	8	9	0	2	6185
Func	9	0	14	1	0	1215	124	0	0	0	1363
Furrykef	109	11	0	1	0	1	0	0	0	0	122
Future Perfect at Sunrise	3541	159	393	46	35	1572	240	13	0	6	6005
Fuzheado	886	18	62	13	1	574	42	0	0	0	1596
Fvasconcellos	1564	120	209	18	45	145	7	2	0	3	2113
Fvw	2867	41	28	17	0	2226	3509	31	0	0	8719
Fys	802	7	29	13	0	168	40	0	0	0	1059
G-Man	112	33	10	5	0	12	1	0	0	0	173
G.A.S	10	1	0	0	0	0	0	0	0	0	11
GDonato	3010	32	295	19	13	421	38	1	0	10	3839
GRBerry	1667	195	53	20	1	113	10	0	0	0	2059
GTBacchus	3992	307	13	13	0	172	12	0	0	0	4509
Gabbe	631	0	0	1	0	6	3	0	0	0	641
Gadfium	1980	30	53	10	2	1599	181	0	0	10	3865
Gadget850	287	19	3	1	0	0	0	0	0	0	310
Gaillimh	27	13	13	2	0	35	7	0	0	0	97
Gaius Cornelius	8	0	1	0	0	60	3	0	0	0	72
Galwhaa	235	6	2	0	0	11	3	0	0	0	257
Gamaliel	1549	108	172	72	8	1010	163	1	0	0	3083
Ganeshk	795	128	11	7	0	20	10	0	0	0	971
Garden	800	34	39	4	11	132	16	5	0	8	1049
Garion96	12489	329	60	11	5	170	9	0	0	4	13077
Garzo	351	4	40	5	2	444	8	0	0	0	854
Gatoclass	113	2	27	24	1	1	0	0	0	0	168
Gator1	172	15	55	3	0	183	26	0	0	0	454
Gazimoff	316	2	5	2	1	72	2	1	0	2	403
Gdr	337	10	47	45	0	5	0	0	0	0	444
Ged UK	1233	10	101	3	28	277	0	8	0	0	1660
GeeJo	704	8	62	33	0	4	0	0	0	0	811
GeneralPatton	25	0	3	3	0	13	3	0	0	0	47
Geni	9970	290	181	102	0	444	90	0	0	1	11078
Geniac	177	0	49	17	3	454	4	0	0	0	704
Gentgeen	99	6	2	0	1	35	4	0	0	0	147
Geogre	4983	11	18	2	0	220	16	0	0	0	5250
Geometry guy	225	22	1	1	3	0	0	0	0	2	254
Georgewilliamherbert	56	103	125	4	15	973	91	5	0	1	1373
Gerald Farinas	65	0	3	4	1	4	1	0	0	0	78
Getluv	0	0	1	0	0	0	0	0	0	0	1
Gilliam	929	3	105	23	15	4932	13	5	0	0	6025
Gimmetrow	907	67	156	2	50	262	23	4	0	8	1479
Ginkgo100	963	17	38	13	0	527	14	0	0	2	1574
Gladys j cortez	3	0	24	2	2	82	4	5	0	0	122
GlassCobra	2152	66	74	8	8	1229	13	5	0	7	3562
Glen	1609	83	182	17	1	4516	198	0	0	0	6606
Gnangarra	1374	32	170	17	6	228	40	0	0	2	1869
Gnasher29	0	0	1	0	0	0	0	0	0	0	1
Goatasaur	16	2	1	1	0	2	0	0	0	0	22
Gogo Dodo	23026	85	664	4	89	3241	40	37	0	1	27187
Golbez	5481	82	216	79	16	1262	161	1	0	0	7298
Goldom	1899	7	8	0	0	50	4	0	0	0	1968
Gonzo fan2007	3777	80	405	38	66	240	21	0	0	9	4636
Good Olfactory	3133	83	29	6	1	41	4	4	0	0	3301
Goodnightmush	614	1	13	1	3	99	1	0	0	0	732
Goodoldpolonius2	1	0	4	2	0	27	0	0	0	0	34
GraemeL	971	6	59	28	2	1177	87	3	0	0	2333
Graft	2	0	1	1	2	0	0	0	0	0	6
Graham87	2265	3851	74	6	16	93	6	1	0	2	6314
GrahamColm	22	0	9	2	1	9	1	0	0	0	44
Grandmasterka	3050	35	118	11	1	527	30	1	0	3	3776
Grant65	6	5	2	1	0	3	0	0	0	0	17
Greeves	323	5	6	2	0	26	0	0	0	7	369
GregAsche	239	1	13	17	0	152	9	0	0	0	431
GregRobson	1	0	0	0	0	0	0	0	0	0	1
Grenavitar	864	32	3	2	0	41	7	0	0	1	950
Grendelkhan	38	2	0	0	0	4	0	0	0	0	44
Grm wnr	533	6	4	2	0	38	5	0	0	0	588
Grossm¸nster	0	0	1	0	0	0	0	0	0	0	1
Ground Zero	58	0	28	6	4	24	0	3	0	0	123
Grue	198	100	10	18	0	25	7	0	0	0	358
Grunt	86	5	4	2	0	10	2	0	0	0	109
Grutness	2276	100	79	6	2	23	16	0	0	0	2502
Gryffindor	105	8	5	0	0	1	1	0	0	0	120
Gtrmp	403	12	3	0	0	1	0	0	0	0	419
Guanaco	513	188	40	42	0	387	257	0	0	0	1427
Guettarda	188	69	40	26	5	66	18	0	0	0	412
Gurch	36411	1467	76	22	0	695	17	0	0	0	38688
Gurubrahma	309	6	144	93	0	39	2	0	0	0	593
Gutza	12	1	2	1	2	5	3	0	0	0	26
Gwalla	896	10	2	1	0	65	8	0	0	0	982
Gwen Gale	7137	231	451	35	24	904	136	22	0	1	8941
Gwernol	3823	26	343	45	10	4359	157	0	0	0	8763
Gyrofrog	142	11	12	2	2	238	14	1	0	0	422
H	6668	26	96	39	0	1080	129	0	0	0	8038
Hadal	1484	0	6	7	0	316	3	0	0	0	1816
Haemo	2305	14	69	7	18	226	43	0	0	0	2682
Hajor	163	7	13	12	0	16	1	0	0	0	212
Hall Monitor	460	12	270	32	0	2956	235	0	0	0	3965
Hamster Sandwich	3	1	0	0	0	18	3	0	0	0	25
Happy-melon	2360	48	190	51	17	0	0	0	0	2	2668
HappyCamper	4326	105	121	87	0	586	458	0	0	0	5683
Happyme22	551	9	43	1	6	11	0	0	0	0	621
Harej	1889	65	118	44	7	34	17	0	0	0	2174
Harold Oxley	0	0	2	0	0	0	0	0	0	0	2
Harro5	4810	33	72	4	0	167	10	0	0	0	5096
Harryboyles	2379	2	10	1	0	4	1	0	0	0	2397
Hashar	19	0	0	0	0	0	0	0	0	0	19
Hatricide	0	0	1	0	0	0	0	0	0	0	1
Haukurth	1195	67	15	34	0	78	13	0	0	3	1405
Hawstom	3	0	5	1	0	6	1	0	0	0	16
Hbdragon88	660	7	7	1	2	1	0	0	0	0	678
Hcheney	20	0	0	0	0	15	0	0	0	0	35
Hdt83	16	0	9	2	0	73	2	0	0	0	102
Heah	782	14	17	6	0	92	9	0	0	0	920
Heimstern	427	19	95	8	5	891	38	3	0	0	1486
Hemanshu	447	5	0	0	0	5	0	0	0	0	457
Hemlock Martinis	801	44	28	2	5	84	8	0	0	0	972
Henrik	449	25	31	13	3	154	22	1	0	4	702
Henry Flower	125	1	18	10	0	213	8	0	0	0	375
Henrygb	1491	36	6	3	0	21	0	0	0	0	1557
Hephaestos	1	2	3	2	0	0	0	0	0	0	8
Herbythyme	2274	11	45	2	6	427	25	1	0	0	2791
HereToHelp	135	3	29	10	1	16	3	0	0	0	197
Hermione1980	501	4	4	3	1	11	2	0	0	0	526
Hernando Magallanes	0	0	4	0	0	0	0	0	0	0	4
Heron	23	2	0	0	0	54	4	0	0	0	83
Herostratus	5268	77	14	4	0	65	5	0	0	0	5433
Hersfold	2672	51	939	17	354	821	182	93	0	30	5159
Hesperian	2200	193	79	14	2	344	55	0	0	0	2887
Hiberniantears	663	2	53	1	17	900	22	4	0	2	1664
Hiding	1725	119	33	24	1	49	14	0	0	4	1969
Hit bull, win steak	162	4	2	0	0	32	0	1	0	0	201
Hmhur	0	0	1	0	0	0	0	0	0	0	1
Hmwith	5256	47	27	1	1	63	4	3	0	1	5403
Hoary	402	13	57	5	3	190	7	0	0	0	677
Horologium	425	2	99	4	22	55	0	3	0	0	610
HorsePunchKid	189	0	0	0	0	0	0	0	0	0	189
HowDumbAreYou	0	0	1	0	0	0	0	0	0	0	1
Howcheng	18934	177	68	99	1	73	11	0	0	1	19364
Hu12	1377	49	334	13	1	921	35	0	0	1	2731
Humblefool	596	11	3	2	0	4	2	0	0	0	618
Humus sapiens	73	2	64	4	0	124	12	0	0	0	279
Huntster	327	20	20	4	2	16	0	0	0	0	389
Hurricanehink	198	2	0	0	0	5	0	0	0	0	205
Husnock	59	1	22	8	0	27	9	0	0	0	126
Husond	1239	11	422	37	22	1139	39	0	0	1	2910
Hut 8.5	5396	53	627	16	37	1109	17	2	0	19	7276
Hyacinth	328	10	0	1	0	6	1	0	0	0	346
I'm Spartacus!	211	10	11	2	1	44	7	2	0	2	290
IMatthew	0	0	1	0	0	0	0	0	0	0	1
Ian Dalziel	0	0	1	0	0	0	0	0	0	0	1
Ian13	1791	50	27	8	2	63	21	0	0	0	1962
IanManka	1192	236	71	11	6	213	26	2	0	0	1757
Ianblair23	130	39	0	1	0	0	0	0	0	0	170
Icairns	204	7	1	1	0	3583	64	1	0	0	3861
Ice Cold Beer	1430	11	9	3	1	299	11	4	0	0	1768
IceKarma	1724	8	2	2	0	0	1	0	0	0	1737
Icestorm815	626	17	54	6	13	144	7	9	0	3	879
Icewedge	427	2	2	0	1	102	1	1	0	1	537
Idont Havaname	159	5	3	2	0	48	0	0	0	0	217
Ihcoyc	163	4	13	0	0	1	0	0	0	0	181
Ike9898	303	3	5	1	0	30	3	0	0	0	345
Ikiroid	61	5	1	0	0	20	1	0	0	0	88
Ilmari Karonen	1072	640	32	2	1	210	32	0	0	0	1989
Ilyanep	153	2	6	2	0	32	7	0	15	18	235
Improv	1233	9	188	11	0	79	15	0	0	0	1535
Imran	1	0	0	0	0	1	0	0	0	0	2
InShaneee	3951	20	91	5	0	528	56	0	0	0	4651
Infrogmation	4503	72	116	8	3	5477	114	3	2	1	10299
Inter	645	4	6	1	0	181	10	0	0	0	847
Interiot	1319	23	14	8	0	11	1	0	0	0	1376
Ioeth	2520	52	123	30	15	1463	38	3	0	11	4255
Iridescent	3175	71	117	10	25	832	43	5	0	8	4286
Irina Spalko	0	0	1	0	0	0	0	0	0	0	1
Irishguy	11708	25	107	3	0	1413	14	0	0	0	13270
IronGargoyle	2973	210	47	16	5	118	2	0	0	0	3371
Ish ishwar	45	3	1	0	0	11	1	0	0	0	61
Islander	586	20	104	1	6	74	5	0	0	3	799
Isomorphic	213	0	1	0	0	14	1	0	0	0	229
Isotope23	2009	23	124	33	10	490	59	0	0	0	2748
It Is Me Here	112	3	4	2	0	6	3	1	0	3	134
Ixfd64	3435	80	61	201	0	1257	3729	3	0	1	8767
Izehar	148	3	18	21	0	89	20	0	0	0	299
J Di	1547	57	75	32	0	581	44	0	0	0	2336
J Greb	673	44	59	2	14	22	2	1	0	0	817
J Milburn	7064	106	38	7	14	67	0	0	0	2	7298
J-stan	178	7	7	3	4	76	6	0	0	24	305
J.J.	1	2	0	0	0	1	0	0	0	0	4
J.delanoy	5313	177	548	28	144	8266	179	327	0	35	15017
J.smith	1172	46	25	7	2	240	41	0	0	0	1533
JCarriker	122	29	9	4	0	61	13	0	0	0	238
JDoorjam	1759	44	98	18	3	121	21	0	0	0	2064
JForget	3973	85	372	505	160	1365	12	9	0	0	6481
JGHowes	167	13	25	0	2	47	1	3	0	0	258
JHunterJ	692	63	8	1	1	10	2	0	0	0	777
JIP	5932	56	22	4	0	143	3	0	0	0	6160
JLaTondre	13454	52	30	4	0	1290	15	0	0	0	14845
JPD	622	5	2	2	0	19	1	0	0	0	651
JPG-GR	4887	47	11	1	0	10	0	0	0	0	4956
JRM	174	9	11	17	0	15	28	0	0	0	254
JWSchmidt	42	1	13	5	0	58	1	0	0	1	121
JYolkowski	2375	20	11	27	0	139	9	1	0	0	2582
JaGa	0	0	1	0	0	0	0	0	0	0	1
Jac16888	10643	52	48	3	5	126	8	50	0	1	10936
Jacoplane	324	33	91	45	3	159	11	0	0	0	666
Jake Nelson	21	1	0	0	0	1	0	0	0	0	23
James086	3983	26	17	1	2	336	12	0	0	1	4378
JamesR	1059	8	42	4	10	100	7	1	0	3	1234
JamesTeterenko	222	2	27	18	0	160	4	0	0	0	433
Jamesday	6	7	2	0	0	6	1	0	0	0	22
Jaranda	17921	149	323	98	2	1208	229	0	0	0	19930
Jasonbres	0	0	1	0	0	0	0	0	0	0	1
Jauerback	1168	6	53	7	4	678	54	5	0	3	1978
Jaxl	1604	10	3	1	0	36	0	0	0	0	1654
Jay	17	6	0	0	0	0	0	0	0	0	23
Jayjg	463	155	423	68	1	1978	228	0	0	0	3316
Jayron32	1179	15	271	9	28	1447	183	48	0	10	3190
Jayvdb	813	150	67	9	11	131	22	0	0	0	1203
Jbmurray	87	5	6	6	0	18	1	0	0	0	123
Jc37	1453	101	40	9	8	60	7	1	0	1	1680
Jclemens	5907	50	143	1	0	379	2	17	0	6	6505
Jcw69	67	1	0	0	0	108	3	0	0	0	179
Jdavidb	81	0	13	2	0	48	2	0	0	0	146
Jdforrester	387	52	23	7	0	48	12	0	0	0	529
JeLuF	146	3	2	0	0	2	1	0	0	4	158
Jedi6	14	0	2	3	0	10	1	0	0	0	30
Jeepday	511	9	15	1	0	454	8	2	0	0	1000
Jeffrey O. Gustafson	14386	197	469	28	37	727	107	0	0	1	15952
Jehochman	130	21	85	11	11	449	79	4	0	1	791
Jengod	125	0	7	0	0	0	0	0	0	0	132
Jennavecia	2188	75	245	20	53	426	49	1	0	12	3069
JeremyA	1922	15	30	15	0	258	13	0	0	0	2253
Jerry	3514	198	99	14	1	72	9	0	0	3	3910
Jersey Devil	554	10	28	6	2	187	18	0	0	0	805
Jersyko	578	1	52	10	5	116	6	0	0	0	768
Jerzy	276	142	4	0	0	104	5	1	0	0	532
Jesse Viviano	1667	63	11	5	2	320	57	0	0	0	2125
JesseW	29028	126	36	8	0	77	21	0	0	0	29296
Jfdwolff	436	39	96	15	7	262	19	0	0	0	874
Jiang	370	18	17	5	0	89	3	0	0	0	502
Jimbo Wales	296	13	42	13	2	77	41	0	0	9	493
Jimfbleak	29808	127	701	25	2	1391	234	0	0	0	32288
Jimtinman3909	0	0	1	0	0	0	0	0	0	0	1
Jingiby	0	0	1	0	0	0	0	0	0	0	1
Jinian	1737	5	9	3	0	0	0	0	0	0	1754
Jitse Niesen	624	23	14	9	2	34	4	0	0	0	710
Jj137	4998	59	282	29	45	873	19	0	0	33	6338
Jkelly	3628	61	35	17	0	188	12	0	0	0	3941
Jmabel	161	32	7	7	0	126	5	0	0	0	338
Jmlk17	11140	72	942	48	79	2032	52	0	0	0	14365
Jnc	1906	156	114	34	0	46	20	0	0	0	2276
Jni	19112	26	24	4	0	199	2	0	0	0	19367
Jnothman	60	1	1	0	0	1	1	0	0	0	64
JoJan	6131	29	114	2	4	1232	9	1	0	0	7522
JoanneB	1180	48	51	22	0	815	105	0	0	0	2221
JodyB	1846	38	21	4	4	305	22	0	0	0	2240
Joe Beaudoin Jr.	544	1	17	3	0	68	2	0	0	0	635
Joelr31	661	12	9	8	0	83	1	0	0	0	774
Jogers	91	0	0	0	0	0	0	0	0	0	91
Johan Elisson	351	14	11	4	0	42	5	0	0	0	427
Johann Wolfgang	54	2	2	1	0	57	1	0	0	0	117
John	2507	17	82	3	5	1152	25	1	0	0	3792
John Carter	313	2	15	1	1	20	4	3	0	2	361
John Kenney	176	31	3	3	0	8	4	0	0	0	225
John Reaves	11899	175	413	161	41	2253	227	1	0	49	15219
JohnOwens	6	0	0	1	0	0	0	0	0	0	7
Johnleemk	1751	20	6	3	0	240	20	0	0	0	2040
Johntex	131	28	27	4	1	180	11	0	0	0	382
Joke137	15	0	1	1	0	29	3	0	0	0	49
Jon513	1295	19	3	0	0	42	1	0	0	2	1362
JonMoore	39	1	2	2	0	0	0	0	0	0	44
Jonathunder	121	13	5	1	0	62	3	0	0	0	205
Jondel	243	1	29	8	0	65	1	0	0	0	347
Jonny-mt	1024	40	67	5	10	217	15	0	0	8	1386
Joolz	244	3	0	1	0	0	1	0	0	0	249
Josephjames21	0	0	1	0	0	0	0	0	0	0	1
Josh Grosse	38	2	0	0	0	0	0	0	0	0	40
Joshbuddy	22	0	0	0	0	5	0	0	0	0	27
JoshuaZ	597	51	102	13	0	627	71	0	0	0	1461
Josiah Rowe	109	25	75	10	0	333	19	0	0	0	571
Jossi	760	34	356	95	28	2058	77	2	0	1	3411
Journalist	387	6	48	19	5	121	14	0	0	3	603
Joy	271	94	14	6	0	4	0	0	0	0	389
Joyous!	8429	13	131	50	0	430	18	0	0	0	9071
Jpgordon	950	21	188	17	10	2624	261	24	0	0	4095
Jrdioko	429	0	0	0	0	18	0	0	0	0	447
Jredmond	354	9	19	4	1	176	10	14	0	0	587
Jreferee	1375	49	144	6	27	36	4	0	0	0	1641
Jtdirl	111	29	118	44	0	431	29	0	0	0	762
Jtkiefer	870	100	53	15	0	403	85	0	0	0	1526
Judas Preist is effin awsome	0	0	2	0	0	0	0	0	0	0	2
Juliancolton	5453	113	443	27	157	1682	26	12	0	114	8027
Jusjih	1357	86	9	1	1	5	0	0	0	0	1459
Justinc	520	2	0	0	0	0	0	0	0	0	522
Jwrosenzweig	40	0	1	0	0	7	0	0	0	1	49
JzG	10131	254	644	36	20	1376	89	6	0	0	12556
Jza84	281	0	54	1	5	131	6	1	0	5	484
JÈskÈ Couriano	359	51	718	57	88	876	78	19	0	0	2246
K1Bond007	354	8	3	3	0	37	4	0	0	0	409
KF	509	15	2	0	0	1	0	0	0	0	527
KFP	733	116	14	4	1	65	10	0	0	0	943
Kafziel	1974	30	197	21	15	1376	57	8	0	7	3685
Kaihsu	325	23	11	6	0	127	15	0	0	0	507
Kaiser matias	10	3	3	0	0	15	0	0	0	0	31
Kaisershatner	70	0	14	3	2	478	16	0	0	0	583
Kakofonous	66	3	5	1	0	4	1	0	0	1	81
Kaldari	234	22	64	16	10	61	10	1	0	0	418
Kane5187	241	6	1	0	0	1	0	0	0	0	249
Kanonkas	548	20	69	11	48	946	50	448	0	11	2151
Karada	623	16	48	8	1	559	23	1	0	0	1279
Karanacs	634	2	10	0	1	9	0	0	0	0	656
Karl Dickman	2771	41	9	8	0	33	10	0	0	0	2872
Karmafist	165	35	15	5	0	160	21	0	0	0	401
Katefan0	841	20	212	128	0	351	52	0	0	0	1604
Kathryn NicDh‡na	27	0	2	1	0	4	1	0	0	0	35
Kbdank71	20884	53	43	2	0	357	13	7	0	1	21360
Kbh3rd	104	10	18	0	1	1049	47	1	0	0	1230
Kbthompson	109	20	20	1	1	94	2	0	0	1	248
Kcordina	1220	41	9	0	0	168	7	0	0	0	1445
Keegan	3629	107	74	19	8	238	27	0	0	11	4113
Keenan Pepper	295	1	3	0	0	11	0	0	0	0	310
Keeper76	2826	75	64	12	9	86	14	0	0	22	3108
Keilana	1635	51	72	12	9	614	19	0	0	11	2423
Keith D	809	290	101	0	5	47	1	0	0	1	1254
Kelly Martin	736	56	27	11	0	413	60	0	0	0	1303
Kevin	2818	40	92	5	10	577	27	6	0	5	3580
Khaosworks	330	12	10	4	0	162	80	0	0	0	598
Khendon	3	0	1	2	0	0	0	0	0	0	6
Khoikhoi	1196	298	593	223	11	1752	143	3	0	1	4220
Khukri	884	10	52	7	2	435	14	0	0	0	1404
Khym Chanur	0	0	6	0	0	0	0	0	0	0	6
Kicking222	527	1	0	0	0	0	0	0	0	0	528
KieferSkunk	725	11	1	0	3	9	2	0	0	0	751
KillerChihuahua	1060	31	87	12	3	361	27	6	0	0	1587
Kilo-Lima	1207	2	36	9	0	668	69	0	0	0	1991
Kim Bruning	49	5	11	3	0	33	14	0	0	0	115
Kim Dent-Brown	284	1	17	2	0	3	1	0	0	0	308
Kimchi.sg	42753	707	536	117	20	1897	199	19	0	0	46248
KimvdLinde	825	51	60	19	1	46	7	1	0	0	1010
King of Hearts	3943	106	353	69	17	1531	531	0	0	7	6557
Kingboyk	3141	315	103	12	0	214	24	0	0	2	3811
Kingturtle	489	23	166	12	25	315	9	5	1167	65	2276
Kinu	4365	30	408	19	6	751	62	0	0	0	5641
Kirill Lokshin	1753	47	21	1	3	161	14	0	0	0	2000
Kizor	55	140	8	7	1	21	3	0	0	0	235
Kjkolb	477	14	1	1	0	137	8	0	0	0	638
Kmccoy	49	4	8	2	1	32	2	0	0	0	98
KnightLago	1000	44	197	15	31	813	83	6	0	1	2190
Knowledge Seeker	115	32	19	19	0	110	75	0	0	0	370
KnowledgeOfSelf	1671	27	261	27	17	5512	114	0	0	0	7629
Konstable	1080	91	97	25	0	435	135	0	0	0	1863
Kosebamse	335	0	1	0	0	10	0	0	0	0	346
Kpjas	121	0	2	0	0	1	0	0	0	0	124
KrakatoaKatie	3224	69	47	5	5	286	16	0	0	2	3654
Kralizec!	612	93	429	199	42	2772	41	12	0	7	4207
Krimpet	14857	107	307	26	43	3889	822	2369	0	6	22426
Ktsquare	11	0	0	0	0	0	1	0	0	0	12
Kubigula	7780	35	105	9	1	530	19	0	0	0	8479
Kukini	920	11	50	2	2	3479	4	2	0	0	4470
Kungfuadam	16119	264	186	39	0	2569	245	0	0	0	19422
Kurt Shaped Box	1004	12	103	5	30	1273	20	5	0	0	2452
