User	DL	UD	PT	UP	PM	BL	UB	BM	UR	RM	Total
RockMFR	1950	165	168	35	20	277	5	0	0	1	2621
Rockero	77	1	5	2	0	13	0	0	0	0	98
Rockpocket	437	9	25	9	4	137	15	0	0	1	637
Rocky Road	0	0	1	0	0	0	0	0	0	0	1
Rodhullandemu	773	44	588	24	99	1890	95	36	0	7	3556
Roger Davies	430	19	8	0	2	32	2	0	0	2	495
Rogerd	577	11	24	5	0	138	1	0	0	0	756
Ronline	61	3	6	8	0	11	1	0	0	0	90
Ronnotel	17	2	39	9	5	83	24	1	0	1	181
Rootology	59	2	89	2	19	76	2	6	0	1	256
Roozbeh	152	2	27	7	0	8	1	0	0	0	197
Rossami	1003	464	35	9	1	228	2	0	0	0	1742
RoyBoy	116	2	34	2	1	610	13	0	0	0	778
RoySmith	340	10	28	5	0	230	10	1	0	0	624
Royalbroil	846	18	64	20	5	42	3	0	0	0	998
Royalguard11	1825	32	266	375	27	179	19	0	0	0	2723
Royboycrashfan	6095	107	73	0	0	386	22	0	0	0	6683
Rschen7754	1032	51	339	5	9	411	49	7	0	7	1910
Rspeer	105	3	15	1	0	72	11	0	0	0	207
Ruhrfisch	212	9	40	4	1	43	4	3	0	1	317
Runcorn	72	4	5	2	0	143	79	0	0	0	305
Rune.welsh	819	5	28	7	0	33	1	0	0	0	893
Ruslik0	915	6	116	14	38	78	2	5	0	9	1183
Ruud Koot	1239	70	66	16	4	310	61	1	0	1	1768
Rwiggum	0	0	1	0	0	0	0	0	0	0	1
Rx StrangeLove	724	1	5	3	1	454	10	0	0	0	1198
Ryan Delaney	1529	34	65	52	9	225	16	0	0	1	1931
Ryan Postlethwaite	1311	89	261	52	59	1327	148	11	0	56	3314
RyanGerbil10	3623	18	46	4	2	190	11	0	0	2	3896
Ryulong	10715	212	1211	49	77	6263	615	57	0	2	19201
S@bre	7	2	0	0	1	1	0	0	0	0	11
SB Johnny	26	1	7	0	4	5	0	0	0	0	43
SCEhardt	5235	48	12	0	0	303	3	0	0	0	5601
SCZenz	447	17	17	21	5	149	26	0	0	0	682
SD6-Agent	1	0	0	0	0	0	0	0	0	0	1
SGGH	1822	30	18	5	0	686	26	1	0	2	2590
SQL	2451	46	372	10	66	262	124	0	0	34	3365
ST47	37680	4965	219	65	79	5847	2327	2	0	3	51187
SWAdair	1600	7	49	1	0	38	1	0	0	0	1696
Sabine's Sunbird	16	0	6	0	2	0	0	0	0	0	24
Sadalmelik	0	0	1	0	0	0	0	0	0	0	1
Sade	148	5	3	0	0	1	2	0	0	0	159
Salix alba	97	7	7	4	4	6	0	0	0	0	125
Sam	100	19	22	4	0	22	0	0	0	2	169
Sam Blacketer	2386	15	44	8	2	193	33	1	0	1	2683
Sam Hocevar	6	7	0	0	0	1	2	0	0	0	16
Sam Korn	1009	21	65	10	13	972	74	4	0	13	2181
Sam Vimes	31	5	0	0	0	23	0	0	0	0	59
Samir	2444	93	255	132	7	442	50	0	0	2	3425
Samotnik	0	0	2	0	0	0	0	0	0	0	2
Samsara	36	21	73	4	2	63	33	0	0	0	232
Samuel Blanning	1742	97	157	65	0	1197	170	0	0	0	3428
Samulili	2	0	0	0	0	1	0	0	0	0	3
Sanchom	227	3	4	1	0	58	8	0	0	0	301
Sandahl	7631	90	350	8	8	3464	65	9	0	2	11627
Sandstein	5963	62	373	20	12	930	193	17	0	3	7573
Sango123	4193	11	41	3	0	1567	66	0	0	0	5881
Sannse	882	30	19	10	0	57	35	0	0	0	1033
Sarah	2483	132	116	37	4	425	103	0	0	21	3321
Saravask	385	15	27	15	10	78	13	0	0	0	543
Sarcasticidealist	1195	74	89	4	15	256	26	4	0	3	1666
Sardanaphalus	0	0	7	0	0	0	0	0	0	0	7
SarekOfVulcan	551	35	15	2	2	52	10	5	0	0	672
Sasquatch	1828	23	83	25	1	670	104	0	0	1	2735
Sassygurl192	0	0	2	0	0	0	0	0	0	0	2
Satori Son	1302	47	159	11	2	399	13	5	0	0	1938
SatyrTN	2024	17	18	8	4	36	7	0	0	0	2114
Savidan	55	3	13	5	0	0	0	0	0	0	76
Saxifrage	292	2	10	4	0	13	0	0	0	0	321
Scarian	649	23	172	3	20	1001	63	4	0	5	1940
Sceptre	1628	92	81	8	0	518	89	0	0	0	2416
Schissel	11	0	1	0	0	2	2	0	0	0	16
Schneelocke	28	3	15	2	0	11	2	0	0	0	61
SchuminWeb	8472	197	82	8	5	265	4	6	0	0	9039
Schutz	763	3	3	0	0	2	0	0	0	0	771
Scientizzle	2715	51	171	16	4	875	29	1	0	0	3862
Scimitar	192	3	9	3	0	97	4	0	0	0	308
Scipius	0	0	0	0	0	1	0	0	0	0	1
Scjessey	0	0	1	0	0	0	0	0	0	0	1
Scm83x	229	5	6	1	0	37	2	0	0	0	280
Scorpion0422	0	0	1	0	0	0	0	0	0	0	1
Scott Burley	842	1	11	1	0	33	3	0	0	0	891
Scott5114	1175	6	119	5	0	29	5	0	0	1	1340
ScottDavis	301	36	9	5	0	37	4	0	0	0	392
Seabhcan	193	3	5	2	0	27	2	0	0	0	232
Sean Whitton	360	16	18	7	0	49	3	0	0	2	455
Sean William	868	45	109	8	4	414	35	0	0	2	1485
Searchme	147	0	0	0	0	11	0	0	0	0	158
Seattle Skier	285	6	8	0	0	21	1	0	0	0	321
SebastianHelm	51	9	6	2	2	3	4	0	0	0	77
Sebastiankessel	2	2	8	4	0	38	1	0	0	0	55
Secret	3915	43	95	6	7	182	12	1	0	16	4277
Secretlondon	427	6	2	0	0	420	8	0	849	12	1724
Seddon	4	0	2	0	1	7	1	1	0	4	20
Seglea	188	3	1	0	0	0	0	0	0	0	192
Seicer	1867	43	335	37	47	707	48	12	0	0	3096
Selket	1184	8	19	3	2	212	16	0	0	0	1444
Sephiroth BCR	908	17	35	6	1	319	7	0	0	0	1293
Seraphim	404	35	40	9	11	135	22	1	0	3	660
Seraphimblade	2214	13	35	9	2	641	45	0	0	2	2961
Seresin	2158	68	168	6	26	150	1	3	0	5	2585
Sesel	75	4	19	12	0	12	0	0	0	0	122
Seth Ilys	343	2	7	2	0	5	3	0	0	0	362
Sethant	1	2	0	0	0	0	0	0	0	0	3
Sfoskett	11	1	1	0	0	0	0	0	0	0	13
Sgeureka	450	20	1	0	0	3	1	1	0	0	476
Shadow1	284	13	32	4	0	170	27	0	0	0	530
ShamelessAngel	0	0	1	0	0	0	0	0	0	0	1
Shanel	4682	76	71	17	0	2595	517	0	0	0	7958
Shanes	2424	19	86	161	3	1091	24	0	0	0	3808
Shauri	44	0	0	1	0	2	0	0	0	0	47
SheffieldSteel	32	3	18	1	5	86	3	15	0	0	163
Sheldon Rampton	2	0	0	0	0	1	0	0	0	0	3
Shell Kinney	10699	253	52	6	3	612	72	1	0	1	11699
Shereth	450	17	11	3	1	159	4	0	0	0	645
Sherool	38533	63	18	6	0	18	1	0	0	0	38639
Shii	362	32	20	11	0	51	52	0	0	2	530
Shimeru	789	0	6	0	0	2	0	0	0	0	797
Shimgray	1199	134	141	4	5	29	17	0	0	0	1529
Shirahadasha	171	2	10	4	3	55	8	0	0	0	253
Shizhao	1	1	1	0	0	0	0	0	0	0	3
Shoeofdeath	744	3	7	0	0	93	0	0	0	0	847
Shreshth91	2323	19	33	12	0	390	48	0	0	0	2825
Shyam	16920	56	19	2	0	57	1	0	0	1	17056
Shyamal	50	2	18	2	5	25	2	0	0	2	106
Silence	22	0	0	1	0	0	0	0	0	0	23
SilkTork	91	7	3	1	3	1	0	0	0	0	106
Silsor	523	6	35	41	0	139	137	0	0	0	881
SimonP	5271	50	11	275	0	45	2	0	0	0	5654
Singularity	7381	115	61	15	2	79	7	0	0	1	7661
Sir Nicholas de Mimsy-Porpington	2143	60	84	11	4	814	82	0	0	0	3198
SirFozzie	342	18	85	8	35	276	32	0	0	0	796
Siroxo	73	4	0	0	0	18	0	0	0	0	95
Sitthisoneout1	0	0	1	0	0	0	0	0	0	0	1
Sj	114	161	10	9	1	56	8	0	0	0	359
Sjakkalle	4539	374	40	28	0	798	65	1	0	0	5845
Sjc	19	0	0	0	0	3	0	0	0	0	22
Sjorford	419	32	4	5	0	3	0	0	0	0	463
Skier Dude	45907	1990	314	7	22	597	1414	3	0	0	50254
Slakr	3685	61	271	24	83	9080	95	15	0	14	13328
Slambo	696	18	33	0	0	184	5	0	0	0	936
SlimVirgin	1139	278	746	390	14	1118	228	0	0	0	3913
Slowking Man	1350	29	130	25	1	859	132	0	0	0	2526
Slp1	404	13	13	3	1	81	2	1	0	0	518
Slrubenstein	31	1	27	6	2	37	10	4	0	0	118
Slumgum	154	1	1	0	0	0	0	0	0	0	156
Smalljim	799	7	13	2	0	387	7	3	0	0	1218
Smashville	706	2	38	2	1	270	15	18	0	0	1052
Smith03	115	4	5	0	1	5	67	0	0	0	197
Smith609	136	0	0	0	0	2	1	2	0	0	141
SmthManly	519	4	32	9	1	51	2	0	0	0	618
Smurrayinchester	67	3	10	6	0	17	6	0	0	0	109
Sn0wflake	404	3	14	2	0	107	2	0	0	0	532
Snowolf	689	15	40	6	2	595	30	2	0	3	1382
Snoyes	95	0	1	0	0	40	0	0	0	0	136
SoLando	273	13	18	7	0	191	6	0	0	0	508
SoWhy	5297	45	567	43	122	225	6	4	0	6	6315
Solid Falcon	0	0	2	0	0	0	0	0	0	0	2
Solipsist	78	1	136	49	0	108	12	0	0	0	384
Someguy1221	739	6	12	3	0	272	1	12	0	1	1046
Somno	457	9	6	0	2	7	0	0	0	0	481
SorryGuy	11	2	2	2	0	18	2	0	0	0	37
Sortior	1	0	0	0	0	0	0	0	0	0	1
Soumyasch	2797	54	74	10	3	670	32	0	0	6	3646
SouthernNights	2055	45	125	34	10	251	6	4	0	0	2530
Spangineer	262	10	16	11	0	94	8	0	0	0	401
Spartaz	2382	126	158	26	9	313	74	3	0	7	3098
Spebi	1545	31	165	9	26	493	26	0	0	10	2305
Spellcast	7815	414	626	7	33	8843	614	74	0	10	18436
Spencer	81	3	26	3	4	241	3	0	0	1	362
Spencer195	12	0	0	0	0	3	0	0	0	0	15
Spike Wilbury	2489	101	18	4	0	136	4	0	0	1	2753
Spinningspark	1	0	0	0	0	1	0	0	0	0	2
Splash	8127	317	260	758	7	414	136	0	0	1	10020
SpuriousQ	625	1	17	1	0	569	5	0	0	0	1218
Srikeit	1840	18	86	45	0	387	22	0	0	0	2398
Ssd	1699	2	7	1	0	14	0	0	0	0	1723
Staecker	1688	20	1	1	0	2	0	0	0	0	1712
Stan Shebs	2649	74	1	0	0	25	0	0	1	0	2750
Star Mississippi	1950	48	65	4	3	230	8	0	0	0	2308
Starblind	2273	13	79	1	1	223	6	1	0	0	2597
Staxringold	127	1	0	0	0	26	0	0	0	0	154
Steel	9468	74	968	332	23	1188	88	0	0	5	12146
Steinsky	34	0	7	2	0	32	1	0	0	0	76
Stemonitis	3606	125	9	12	2	37	2	0	0	0	3793
Stephan Schulz	2	0	5	1	1	59	3	1	0	0	72
Stephen	6282	80	66	1	0	1043	55	2	0	6	7535
Stephen Bain	1745	42	85	23	1	93	18	0	0	0	2007
StephenBuxton	219	10	24	3	3	160	8	0	0	0	427
SteveSims	0	0	1	0	0	0	0	0	0	0	1
Steven Walling	545	3	54	0	5	56	3	0	0	0	666
Stevenfruitsmaak	93	10	10	0	0	11	0	0	0	0	124
Stevenj	33	1	23	0	0	35	1	0	0	0	93
Stevertigo	136	16	46	11	0	22	14	0	0	0	245
Stewartadcock	828	0	10	3	0	6	1	0	0	0	848
Stifle	15198	412	481	51	41	459	62	2	0	33	16739
Stormie	2170	62	46	6	3	360	11	0	0	1	2659
StuffOfInterest	173	5	29	2	0	104	2	0	0	0	315
Stuffdoing	0	0	1	0	0	0	0	0	0	0	1
Stwalkerster	2473	55	76	1	4	338	43	2	0	30	3022
Sub619	0	0	1	0	0	0	0	0	0	0	1
Sue Anne	499	9	0	0	0	1	0	0	0	0	509
Sugarfish	2	2	1	1	0	0	0	0	0	0	6
Sundar	39	13	0	0	1	6	3	0	0	0	62
Superm401	253	24	19	22	23	47	12	0	0	0	400
Sverdrup	501	4	1	2	0	2	2	0	0	0	512
Swatjester	944	30	181	16	29	364	49	0	0	5	1618
Syrthiss	2420	40	144	23	1	1403	66	2	0	0	4099
TKD	2667	142	75	17	19	312	30	3	0	2	3267
TPK	62	0	0	0	0	0	0	0	0	0	62
TSO1D	89	1	34	8	2	21	2	0	0	0	157
TShilo12	59	4	7	2	0	5	2	0	0	0	79
TUF-KAT	540	39	0	0	0	12	1	0	0	0	592
Ta bu shi da yu	1396	57	88	47	0	171	56	0	0	0	1815
Tabercil	272	13	48	5	1	170	4	1	0	0	514
Talrias	255	8	23	14	0	82	17	0	0	0	399
Tango	341	2	4	2	0	75	4	0	0	0	428
Tangotango	1509	28	23	1	1	621	17	0	0	0	2200
Tanner-Christopher	9	0	11	0	4	1	1	0	0	0	26
Tannin	57	2	1	0	0	22	1	0	0	0	83
Tanthalas39	1898	21	842	32	123	2380	50	10	0	1	5357
Tariqabjotu	301	25	811	86	37	433	73	1	0	0	1767
Tassedethe	66	3	0	0	0	0	0	0	0	0	69
Taw	87	17	0	2	0	0	0	0	0	0	106
Tawker	4336	51	281	18	12	1753	349	0	0	9	6809
Taxman	243	18	14	10	0	175	12	0	33	196	701
Tbo 157	30	2	3	1	0	24	6	0	0	0	66
TeaDrinker	1166	12	12	1	0	218	4	0	0	0	1413
TenOfAllTrades	395	14	61	5	5	498	37	5	0	1	1021
TerriersFan	1316	50	150	12	8	238	10	2	0	0	1786
Terrillja	0	0	1	0	0	0	0	0	0	0	1
TexasAndroid	17809	446	304	40	11	630	35	0	0	1	19276
Texture	450	10	1	1	0	34	1	0	0	0	497
Thatcher	2714	100	233	58	22	2802	327	0	0	21	6277
Thatcher131	0	1	0	0	0	0	0	0	0	0	1
Thatislifeandlove	0	0	2	0	0	0	0	0	0	0	2
The Anome	3071	72	318	32	21	3676	178	35	0	2	7405
The Cunctator	5	49	5	17	0	11	6	0	0	0	93
The Epopt	3283	41	27	2	0	44	12	0	0	0	3409
The JPS	7070	34	152	20	7	345	12	0	0	0	7640
The Land	454	6	12	5	0	96	13	0	0	0	586
The Placebo Effect	366	12	38	8	6	27	4	0	0	2	463
The Rambling Man	3091	8	52	3	4	674	6	0	190	24	4052
The Random Editor	88	0	21	0	0	39	1	0	0	0	149
The Singing Badger	25	0	0	0	0	2	0	0	0	0	27
The Tom	131	10	40	12	0	4	0	0	0	0	197
The Transhumanist	0	0	3	0	0	0	0	0	0	0	3
The undertow	809	10	38	9	4	112	7	0	0	4	993
The wub	6360	25	25	5	0	170	8	0	0	2	6595
The-G-Unit-Boss	1409	5	101	3	12	24	0	0	0	0	1554
TheCoffee	29252	42	18	13	0	26	1	1	0	0	29353
TheCustomOfLife	43	0	6	1	0	3	0	0	0	0	53
TheDJ	3	1	0	0	1	0	0	0	0	0	5
TheParanoidOne	12440	29	0	0	0	0	0	0	0	0	12469
TheProject	2160	13	21	8	0	67	3	0	0	0	2272
Thedemonhog	19	0	0	0	1	0	0	0	0	2	22
Thehelpfulone	581	20	101	8	41	127	6	14	0	6	904
TheoClarke	269	17	0	1	0	17	2	0	0	0	306
Therequiembellishere	0	0	1	0	0	0	0	0	0	0	1
Theresa knott	1732	44	236	56	15	1470	230	0	0	0	3783
Thespian	2	1	3	0	0	1	1	0	0	0	8
Thingg	3317	38	58	3	8	422	7	6	0	5	3864
This flag once was red	0	0	2	0	0	0	0	0	0	0	2
Thorpe	319	4	10	2	1	22	4	0	0	0	362
Thryduulf	724	49	66	41	1	52	12	0	0	0	945
Thue	8060	32	27	8	0	370	37	1	0	0	8535
Thunderboltz	607	28	13	6	0	79	0	0	0	0	733
Thunderbrand	3589	9	3	2	0	39	2	0	0	0	3644
TigerShark	1132	55	40	11	3	1019	43	0	0	0	2303
Tijuana Brass	2988	48	33	4	0	99	10	0	0	0	3182
Tikiwont	5467	629	66	14	0	415	8	10	0	0	6609
Tillwe	45	0	0	0	0	3	0	0	0	0	48
Tim Ivorson	8	4	1	0	0	0	0	0	0	0	13
Tim Starling	42	11	7	3	0	15	23	0	5	0	106
Tim!	848	26	4	3	0	46	2	0	0	0	929
TimVickers	1135	41	180	13	63	788	27	4	0	2	2253
Timc	35	1	0	1	0	2	0	0	0	0	39
Timichal	1	17	0	0	0	0	0	0	0	0	18
Timrollpickering	343	2	22	3	7	6	0	0	0	0	383
Timwi	336	17	3	6	0	0	0	0	0	0	362
Tinselfairy1	0	0	2	0	0	0	0	0	0	0	2
Tiptoety	5415	142	1054	809	226	3615	190	66	0	192	11709
Titoxd	2932	419	106	42	2	1558	366	0	0	5	5430
Tivedshambo	1675	22	27	2	1	533	8	9	0	16	2293
Tizio	1866	51	20	31	0	21	1	0	0	0	1990
Tkinias	3	0	0	0	0	0	0	0	0	0	3
Tnxman307	870	5	22	0	1	621	4	11	0	0	1534
Toby Bartels	20	144	1	3	0	0	1	0	0	0	169
Toddst1	4505	65	466	29	36	4528	191	57	0	7	9884
Tom	1372	30	33	11	5	82	1	0	0	0	1534
Tom harrison	2993	76	335	111	11	1739	102	0	0	0	5367
Tom-	37	3	8	3	0	4	0	0	0	0	55
TomStar81	212	4	44	5	3	37	2	0	0	0	307
TomTheHand	97	54	0	2	0	61	8	0	0	0	222
Tompagenet	5	0	0	0	0	0	0	0	0	0	5
Tone	15650	159	36	3	5	130	0	0	0	0	15983
Tony Fox	971	7	52	2	3	479	10	5	0	0	1529
Tony Sidaway	1039	403	359	596	0	357	124	0	0	0	2878
Tonywalton	2867	9	32	3	5	299	19	11	0	2	3247
Toon05	533	17	19	1	3	78	4	12	0	2	669
Topbanana	226	3	0	0	0	1	0	0	0	0	230
Tra	115	11	37	5	0	5	0	0	0	0	173
TravisTX	831	14	62	3	11	217	37	25	0	5	1205
Trebor	294	3	75	26	0	83	7	0	0	0	488
Tregoweth	4330	57	140	18	0	890	40	0	0	0	5475
Trevor MacInnis	1756	142	126	5	18	425	11	2	0	0	2485
Trevor Parscal	1	0	0	0	0	0	0	0	0	0	1
Trialsanderrors	652	288	52	60	0	20	2	0	0	0	1074
Triddle	5	0	3	2	0	4	0	0	0	0	14
Trilobite	514	1	3	3	0	63	6	0	0	0	590
Tristanb	5	7	0	0	0	0	0	0	0	0	12
Troy 07	0	0	1	0	0	0	0	0	0	0	1
Trusilver	754	9	52	1	4	1089	32	3	0	1	1945
Trˆdel	170	22	6	2	0	53	12	0	0	0	265
Turnstep	786	8	2	0	0	1	0	0	0	0	797
TwinsMetsFan	292	15	0	1	0	13	0	0	0	0	321
Typesships	0	0	1	0	0	0	0	0	0	0	1
Tyrenius	2438	57	48	11	2	241	31	0	0	6	2834
Tznkai	208	4	73	7	16	112	12	4	0	1	437
UberScienceNerd	165	2	0	0	0	69	0	0	0	0	236
Ugen64	1036	27	33	6	1	174	22	0	0	0	1299
UkPaolo	1439	57	15	5	0	131	3	0	0	0	1650
Ultraexactzz	2369	60	52	4	4	386	52	0	0	2	2929
Uncle G	1730	170	24	0	2	130	1	0	0	0	2057
UninvitedCompany	1091	26	51	27	0	117	29	0	6	38	1385
Urhixidur	180	21	2	0	0	8	0	0	0	0	211
Useight	1132	17	32	3	4	328	6	0	0	6	1528
User2004	117	2	16	6	0	124	27	0	0	0	292
Utcursch	6529	153	74	4	9	2159	18	0	0	0	8946
UtherSRG	5406	90	51	8	2	708	19	0	0	0	6284
Vague Rant	25	4	0	2	0	4	1	0	0	0	36
Valley2city	190	5	8	4	1	57	0	3	0	2	270
VampWillow	388	1	30	8	0	12	3	0	0	0	442
Vancouverguy	935	0	0	0	0	0	0	0	0	0	935
Vanished user	166	16	29	8	2	105	14	0	0	0	340
Vaoverland	43	2	0	0	0	17	0	0	0	0	62
Vary	641	55	33	4	2	195	9	1	0	0	940
Vassyana	586	14	24	4	2	90	29	0	0	0	749
VegaDark	10349	274	162	147	104	735	320	1	0	0	12092
Vegaswikian	8214	30	59	2	4	20	1	0	0	0	8330
Veinor	2134	18	33	4	1	339	24	0	0	0	2553
Verrai	748	5	14	6	0	69	2	1	0	0	845
Versageek	2823	24	96	1	13	297	11	7	0	1	3273
Viajero	52	4	10	9	0	15	4	0	0	0	94
Vianello	387	5	4	0	0	24	2	3	0	0	425
Vicky Lee	0	0	1	0	0	0	0	0	0	0	1
Victuallers	59	4	173	2	8	4	0	0	0	0	250
Violetriga	1640	119	79	33	0	131	43	0	0	0	2045
Viridae	916	77	81	34	23	508	78	6	0	17	1740
VirtualSteve	1597	34	264	20	26	1181	31	10	0	6	3169
Vishal	1	0	5	3	0	0	0	0	0	0	9
Visorstuff	6	1	4	1	0	0	0	0	0	0	12
Visviva	51	0	3	1	0	3	1	0	0	0	59
Voice of All	5631	82	487	2115	6	1046	107	0	0	6	9480
Vsmith	1219	3	94	9	13	4162	24	7	0	0	5531
Vulcan Hephaestus	0	0	4	0	0	0	0	0	0	0	4
WAvegetarian	270	20	8	3	0	69	6	0	0	0	376
WJBscribe	9240	210	393	495	40	2620	162	0	2503	144	15807
WODUP	2280	35	85	3	10	659	57	5	0	10	3144
Wafulz	5358	93	151	11	9	1295	44	0	0	0	6961
Waggers	871	2	46	1	2	1084	8	0	0	0	2014
Walter	0	0	0	0	0	1	0	0	0	0	1
Walton One	842	19	3	3	0	25	2	0	0	0	894
Waltpohl	29	0	2	0	0	0	0	0	0	0	31
Wangi	819	44	23	20	2	377	22	0	0	0	1307
Wapcaplet	2	0	0	0	0	0	0	0	0	0	2
Warofdreams	989	24	4	1	1	27	1	0	257	113	1417
Wassupwestcoast	219	22	14	5	2	14	2	0	0	0	278
Water Bottle	282	22	2	0	0	30	3	0	0	0	339
Wayward	1420	1	2	2	0	695	30	0	0	0	2150
Wee Jas	0	0	1	0	0	0	0	0	0	0	1
Wehwalt	337	2	15	6	11	48	4	4	0	3	430
Werdna	358	9	35	1	3	72	24	0	0	3	505
Werdna648	0	0	1	0	0	0	0	0	0	0	1
WereSpielChequers	1460	5	5	0	0	24	0	0	0	0	1494
Wernher	49	0	0	0	0	1	0	0	0	0	50
Wesley	0	1	0	0	0	2	0	0	0	0	3
Wgfinley	159	2	9	1	0	19	10	0	0	0	200
Where	412	4	0	0	0	81	11	0	0	0	508
WhisperToMe	318	156	50	6	2	28	4	0	0	0	564
Who	1298	5	15	9	0	456	98	0	0	0	1881
Whouk	511	6	1	1	0	13	0	0	0	0	532
Wickethewok	2732	44	18	0	0	60	2	0	0	0	2856
Wiglaf	48	3	4	1	0	26	6	0	0	0	88
Wiki alf	1865	18	59	27	0	1496	32	2	0	0	3499
WikiLeon	520	14	110	20	2	536	61	10	0	5	1278
Wikiacc	779	31	7	5	0	31	8	0	0	0	861
Wikibofh	246	7	42	48	0	784	37	0	0	0	1164
Wile E. Heresiarch	618	1	1	0	0	25	0	0	0	0	645
Wilfried Derksen	75	7	13	5	0	2	0	0	0	0	102
Will Beback	752	102	375	117	23	1431	103	6	0	2	2911
William M. Connolley	497	18	132	25	20	1732	188	13	0	0	2625
William Pietri	450	4	1	0	0	10	0	0	0	0	465
WilliamH	241	4	23	2	0	107	1	3	0	16	397
WilyD	1568	51	25	2	8	174	15	1	0	1	1845
Wimt	621	30	59	8	2	917	21	0	0	12	1670
Winhunter	7228	71	287	50	4	1342	252	0	0	2	9236
Wissel Wall	0	0	1	0	0	0	0	0	0	0	1
Wizardman	12330	100	496	14	20	283	11	3	0	6	13263
Wknight94	15002	311	689	180	74	7336	183	3	0	3	23781
Wneedham02	0	0	1	0	0	0	0	0	0	0	1
Woggly	167	7	12	0	0	75	14	0	0	0	275
Woody	4158	49	151	10	19	164	32	3	0	4	4590
Woohookitty	7459	148	498	474	5	1255	170	0	0	2	10011
Woooooooooop	0	0	1	0	0	0	0	0	0	0	1
Worldtraveller	215	0	4	4	0	19	2	0	0	0	244
Wouterstomp	18	0	0	0	0	0	0	0	0	0	18
Wpedzich	4	0	0	0	0	0	0	0	0	0	4
Wrp103	1	0	0	0	0	111	0	0	0	0	112
Wwoods	123	13	80	4	9	53	0	0	0	0	282
Wwwwolf	2582	24	36	5	0	5	1	0	0	0	2653
X!	1541	35	40	15	7	149	31	5	0	15	1838
XDanielx	65	4	0	0	0	0	0	0	0	0	69
XJamRastafire	7	0	5	3	0	0	0	0	0	0	15
Xaosflux	7807	306	612	286	251	852	82	31	0	11	10238
Xavexgoem	343	19	44	8	7	105	8	2	0	2	538
Xdamr	409	7	2	0	0	2	0	0	0	0	420
Xeno	6511	424	223	160	380	821	171	37	0	36	8763
Xezbeth	7236	78	53	10	0	377	6	0	0	0	7760
Xiner	210	4	10	1	0	72	4	0	0	0	301
Xnuala	62	0	0	0	0	3	1	0	0	0	66
Xoloz	7424	810	211	56	1	70	6	0	0	0	8578
Xy7	2053	45	149	42	7	2329	203	0	0	0	4828
Xymmax	483	30	72	7	14	60	2	2	0	3	673
Y	2278	45	50	10	5	90	5	0	0	0	2483
Y0u	345	0	0	0	0	13	2	0	0	0	360
Yamamoto Ichiro	1119	19	216	21	17	1561	35	8	0	67	3063
Yamla	3561	27	1223	59	15	4159	980	0	0	0	10024
Yandman	300	2	16	1	2	132	8	0	0	0	461
Yanksox	2711	57	113	30	0	228	20	0	0	0	3159
Yann	2	0	0	0	0	0	0	0	0	0	2
Yannismarou	291	2	10	5	0	42	1	0	0	1	352
YellowMonkey	8756	214	527	93	42	1855	158	8	0	5	11658
Yelyos	43	0	1	1	0	8	1	0	0	0	54
Ynhockey	128	3	5	1	0	4	0	0	0	0	141
Yomangani	1125	9	36	8	0	31	2	0	0	0	1211
Yonatan	255	54	10	9	6	85	9	0	0	2	430
Youngamerican	1157	44	54	23	2	33	2	0	0	0	1315
Zanimum	1370	59	56	17	0	119	12	0	0	0	1633
Zedla	783	6	32	2	2	118	9	0	0	0	952
Zemaiteska	0	0	1	0	0	0	0	0	0	0	1
Zero0000	93	1	9	3	0	27	2	0	0	0	135
ZimZalaBim	2558	19	57	8	0	135	2	0	0	0	2779
Zippy	13	8	5	2	4	35	6	0	0	0	73
Zocky	258	17	21	8	0	21	8	0	0	0	333
Zoe	5859	83	244	12	0	1240	99	0	0	0	7537
Zoicon5	33	0	0	0	0	0	0	0	0	0	33
Zoney	20	11	3	2	0	1	1	0	0	0	38
Zscout370	10326	243	305	59	21	588	92	0	0	2	11636
Zsinj	2374	11	38	2	0	440	39	0	0	0	2904
Zzuuzz	4783	170	876	1172	526	7352	507	141	0	8	15535
Zzyzx11	9042	297	1197	562	11	367	53	4	0	2	11535
^demon	28485	181	40	7	3	74	11	1	0	1	28803
∆var Arnfjˆr Bjarmason	213	3	1	0	0	7	2	0	0	0	226
ÿû	0	0	2	0	0	0	0	0	0	0	2
Ëá™Áî±ÂçéÂ§è	0	0	1	0	0	0	0	0	0	0	1
Ôæó	0	0	2	0	0	0	0	0	0	0	2
Totals	5624884	103573	170304	38562	14312	816804	74967	8225	11656	6173	6869460
