User	DL	UD	PT	UP	PM	BL	UB	BM	UR	RM	Total
Kyle Barbour	477	115	2	0	0	46	11	0	0	0	651
Kylu	1425	44	191	12	25	246	26	0	0	35	2004
Kyorosuke	1013	46	43	23	0	162	47	0	0	0	1334
Kzollman	125	34	1	0	0	2	1	0	0	0	163
L'Aquatique	666	10	21	3	13	46	8	0	0	3	770
LAX	219	3	3	4	1	95	1	0	0	4	330
La goutte de pluie	589	30	32	17	2	183	37	0	0	0	890
Lachatdelarue	237	7	0	1	0	6	1	0	0	0	252
Lacrimosus	222	3	16	1	0	44	1	0	0	0	287
Lankiveil	635	12	5	0	1	72	3	2	0	0	730
Lar	914	62	72	29	2	500	39	2	0	9	1629
Larry V	263	11	1	1	0	2	0	0	0	0	278
Laurascudder	848	4	3	2	0	9	1	0	0	0	867
Lazulilasher	88	5	12	4	4	46	0	2	0	1	162
LeaveSleaves	0	0	6	0	0	0	0	0	0	0	6
Lectonar	14079	60	161	147	77	374	9	4	0	0	14911
Leebo	547	11	16	0	0	128	7	0	0	0	709
Leithp	355	17	6	1	0	329	12	0	0	0	720
Lenticel	185	5	1	0	0	0	0	0	0	0	191
LessHeard vanU	322	43	246	9	17	2295	58	11	0	0	3001
Lethe	35	13	3	2	0	34	16	0	0	0	103
Lexicon	161	23	10	3	1	56	5	0	0	0	259
Lexor	40	0	0	0	0	0	0	0	0	0	40
Lid	2240	9	16	0	0	47	0	0	0	0	2312
Lifebaka	1977	132	34	10	9	112	5	1	0	2	2282
Lightdarkness	1527	18	5	3	0	183	19	0	0	0	1755
Ligulem	4947	12	749	660	0	150	6	0	0	0	6524
LinguistAtLarge	57	0	0	0	0	0	0	0	0	0	57
Linuxbeak	339	5	64	17	0	389	34	0	20	12	880
Lipinki	0	0	2	0	0	0	0	0	0	0	2
LiquidGhoul	27	1	1	0	0	0	0	0	0	0	29
LittleDan	33	1	1	2	0	4	0	0	0	0	41
Llywrch	153	6	15	4	1	24	8	0	0	0	211
Lommer	737	2	1	2	0	1	0	0	0	0	743
Lomn	1	0	1	1	0	2	0	0	0	0	5
Longhair	5715	10	124	38	3	1680	41	1	0	4	7616
Lord Emsworth	2	0	0	0	0	0	0	0	0	0	2
Lord Voldemort	182	1	9	26	0	4	4	0	0	0	226
LordAmeth	51	1	0	0	0	0	0	0	0	0	52
Loren36	76	1	12	4	1	302	20	0	0	0	416
Lostintherush	784	7	25	5	2	112	6	0	0	0	941
LouI	35	1	0	0	0	0	0	0	0	0	36
Lowellian	229	59	5	0	0	0	0	0	0	0	293
Lquilter	22	1	0	0	0	6	0	0	0	0	29
Lradrama	181	2	0	0	0	201	15	0	0	1	400
Lucasbfr	13577	197	603	25	114	3393	322	66	0	11	18308
Lucky 6.9	27946	129	766	50	0	1919	248	0	0	0	31058
Ludraman	16	3	2	2	0	4	0	0	0	0	27
Luigi30	3279	15	52	2	0	152	5	0	0	0	3505
Luis Hern·ndez GarcÌa	0	0	2	0	0	0	0	0	0	0	2
Luna Santin	6213	99	1801	160	121	12407	1021	84	0	13	21919
Lupin	642	1	5	3	0	126	8	0	0	0	785
Lupo	1911	15	9	0	0	397	21	0	0	0	2353
Lyrl	246	1	0	1	0	4	0	0	0	0	252
MBK004	391	8	122	4	18	280	16	7	0	14	860
MBisanz	16340	290	375	15	72	1185	84	15	0	80	18456
MBoarSidwell	0	0	1	0	0	0	0	0	0	0	1
MC MasterChef	103	0	0	0	0	35	4	0	0	0	142
MCB	1166	17	33	4	3	422	17	1	0	0	1663
MECU	5322	21	2	0	1	7	0	0	0	0	5353
MER-C	0	0	15	0	0	0	0	0	0	0	15
MGodwin	2	0	0	0	0	0	0	0	0	0	2
MJCdetroit	104	6	27	3	11	5	0	0	0	0	156
MONGO	3035	27	116	35	0	396	39	0	0	0	3648
MPF	441	9	7	0	0	17	0	0	0	0	474
MPUploadBot	50	7	52	0	3	0	0	0	0	0	112
MSGJ	295	9	20	2	5	35	1	2	0	2	371
MZMcBride	804942	568	7286	922	419	159	116	187	0	1	814600
MacGyverMagic	5444	98	192	106	2	276	33	0	0	0	6151
Mackensen	2476	106	68	7	1	1579	237	0	0	0	4474
Mackeriv	96	1	3	0	0	14	3	0	0	0	117
Madchester	512	15	82	18	3	237	10	0	0	0	877
Madman	791	43	21	4	4	137	14	0	0	0	1014
Mafia Expert	0	0	1	0	0	0	0	0	0	0	1
Magioladitis	813	6	16	0	4	59	3	1	0	0	902
Magnus Manske	886	4	1	1	0	14	0	0	0	0	906
Mahanga	879	9	8	1	0	56	3	0	0	0	956
Mailer diablo	49303	233	149	15	1	244	14	1	0	0	49960
Mairi	695	5	3	2	0	5	0	0	0	0	710
Majorly	15244	506	548	104	7	660	39	0	0	10	17118
Makemi	4809	53	79	13	0	378	25	0	0	0	5357
Malcolm	1283	63	47	17	2	274	19	0	0	0	1705
Malcolm Farmer	776	3	0	0	0	24	1	0	0	0	804
Malcolmxl5	3879	18	189	3	8	16	0	1	0	1	4115
Malinaccier	580	2	93	3	10	507	11	2	0	59	1267
Mallanox	1860	19	2	1	0	5	0	0	0	0	1887
Malo	2315	13	110	8	0	2233	246	0	0	0	4925
Mangojuice	4235	78	97	10	4	798	260	33	0	20	5535
Manning Bartlett	1094	10	1	0	2	13	2	0	0	0	1122
Marasmusine	4146	25	28	2	0	241	4	0	0	0	4446
Mardetanha	0	0	0	0	0	1	1	0	0	0	2
Marianocecowski	242	8	0	3	0	32	0	0	0	0	285
Marine 69-71	201	3	36	17	0	110	35	0	0	1	403
Mark	447	84	115	26	8	152	36	3	0	0	871
Mark Dingemanse	293	0	1	3	0	45	3	0	0	0	345
Mark Richards	0	0	0	0	0	0	5	0	0	0	5
Mark83	368	10	1	2	0	3	0	0	0	0	384
MarkGallagher	1931	27	81	61	0	116	26	0	0	0	2242
MarkSweep	1945	23	105	5	0	1133	41	0	0	0	3252
Markles	59	8	36	1	5	0	0	0	0	0	109
Marshman	25	0	0	0	0	30	2	0	0	0	57
Marskell	40	2	32	16	3	25	0	0	0	0	118
Martijn Hoekstra	1057	11	4	1	0	103	3	0	0	1	1180
MartinHarper	14	0	0	1	0	0	0	0	0	0	15
Martinp23	1387	89	226	31	4	358	71	1	0	4	2171
Martyman	131	2	2	0	0	35	1	0	0	0	171
Marudubshinki	4852	55	28	14	0	448	30	0	0	0	5427
Marumari	0	0	0	0	1	8	0	0	0	0	9
Masamage	806	16	16	2	3	19	1	0	0	0	863
Masem	83	8	5	0	0	8	0	0	0	0	104
MastCell	5566	68	460	21	47	919	71	3	0	1	7156
Master Jay	196	8	81	6	0	303	36	0	0	0	630
Master Thief Garrett	1143	6	7	1	0	12	2	0	0	0	1171
Master of Puppets	2200	62	239	29	46	709	31	1	0	5	3322
Matilda	221	20	33	15	1	231	10	0	0	0	531
Matt Britt	5	2	2	0	0	1	0	0	0	0	10
Matt Crypto	132	21	35	22	0	163	17	0	0	0	390
Mattbr	2529	65	4	0	0	9	0	0	0	0	2607
MatthewUND	53	1	0	0	0	5	0	0	0	0	59
Matthewedwards	1587	74	21	7	1	22	3	0	0	0	1715
Mattinbgn	893	29	36	3	5	52	1	0	0	0	1019
Mattyb420	0	0	2	0	0	0	0	0	0	0	2
Maury Markowitz	147	18	0	0	1	47	5	0	0	0	218
Mav	449	9	117	2	1	17	6	0	0	0	601
MaxSem	4846	23	167	25	7	343	96	3	0	14	5524
Maxim	105258	902	2466	259	548	1379	124	74	0	115	111125
Maxim's JS test account	0	0	1	0	0	0	0	0	0	0	1
Maximus Rex	68	0	0	0	0	0	0	0	0	0	68
Mbecker	0	0	1	3	0	3	1	0	0	0	8
Mdd4696	2233	8	31	8	0	88	4	0	0	0	2372
MediaWiki default	1310	0	0	0	0	0	0	0	0	0	1310
Meegs	8893	33	1	0	0	97	5	0	0	0	9029
Meelar	1264	7	2	1	0	121	1	0	0	0	1396
MegaHL90	0	0	1	0	0	0	0	0	0	0	1
Mel Etitis	3126	19	160	24	0	848	57	0	0	0	4234
Melburnian	109	1	2	1	0	26	0	0	0	0	139
Melchoir	698	2	11	1	0	74	1	1	0	0	788
Melesse	21113	54	3	0	0	1	0	0	0	0	21171
Menchi	20	2	0	0	0	0	0	0	0	0	22
Meno25	328	32	3	1	1	7	3	1	0	2	378
Mentifisto	616	2	2	0	0	67	0	0	0	0	687
Mercury	314	93	82	34	25	137	62	0	0	0	747
Merkinsmum	0	0	3	0	0	0	0	0	0	0	3
Merope	11766	60	56	6	0	834	15	0	0	0	12737
Merovingian	1986	100	32	14	0	275	21	0	0	26	2454
Merphant	1	2	0	0	0	0	0	0	0	0	3
Metalx97856	0	0	1	0	0	0	0	0	0	0	1
Metamagician3000	110	4	11	4	0	28	5	0	0	0	162
Metropolitan90	2387	23	1	0	1	6	2	0	0	0	2420
Mets501	9380	98	207	38	0	293	22	0	0	0	10038
Mfield	355	3	78	5	12	231	3	13	0	1	701
Miborovsky	46	3	19	13	0	30	5	0	0	0	116
Michael Greiner	645	13	10	7	0	10	1	0	0	0	686
Michael Hardy	239	59	1	0	0	15	4	1	0	0	319
Michael Snow	875	106	22	164	1	54	68	1	0	0	1291
MichaelBillington	507	8	6	0	0	4567	69	0	0	2	5159
Michaelas10	363	22	80	8	1	61	8	0	0	0	543
Mike 7	1263	16	39	3	0	285	6	0	0	0	1612
Mike Halterman	148	9	12	9	1	64	10	0	0	0	253
Mike Peel	2436	19	4	3	0	4	0	1	0	0	2467
Mike Rosoft	14080	399	399	45	18	2278	390	10	0	0	17619
Mike Selinker	2002	14	11	4	0	17	1	0	0	0	2049
Mikeblas	128	1	0	0	0	0	0	0	0	0	129
MilborneOne	165	0	0	0	0	3	0	0	0	0	168
Mindmatrix	2296	13	22	2	0	43	1	1	0	1	2379
Mindspillage	2299	75	53	27	2	91	46	0	0	0	2593
Minesweeper	13	2	0	0	0	1	0	0	0	0	16
Mirv	1146	28	38	37	0	40	46	0	0	1	1336
MisfitToys	79	8	0	0	0	0	0	0	0	0	87
Misza13	223393	280	284	21	2	4606	268	0	0	6	228860
Mitchazenia	114	3	2	0	0	13	2	0	0	0	134
Mkmcconn	20	0	3	3	0	0	0	0	0	0	26
Mkweise	30	2	0	1	0	1	0	0	0	0	34
Mo0	3125	23	14	3	0	229	21	1	0	0	3416
MoRsE	54	2	0	0	0	24	1	0	0	0	81
Modemac	14	0	3	5	0	6	1	0	0	0	29
Moink	304	3	2	0	0	7	7	0	0	0	323
Molikroth	0	0	1	0	0	0	0	0	0	0	1
Moncrief	99	1	4	3	0	40	1	0	0	0	148
Moni3	34	1	20	1	5	17	0	1	0	0	79
Montrealais	21	1	0	0	0	0	0	0	0	0	22
Moondyne	1958	55	58	14	2	299	38	0	0	0	2424
Moonriddengirl	6882	742	102	13	9	247	10	5	0	0	8010
Moreschi	1031	26	190	11	39	810	80	0	0	17	2204
Moriori	3534	3	0	0	0	252	5	0	0	0	3794
Morven	814	26	7	1	0	224	54	1	0	0	1127
Morwen	615	14	6	1	0	84	8	0	0	0	728
Mr. Lefty	1525	10	62	6	0	595	31	0	0	0	2229
Mr.Z-man	18782	236	477	50	284	1609	181	25	0	25	21669
MrDarcy	222	5	36	7	0	143	12	0	0	0	425
Mtmelendez	1039	5	11	0	0	2	0	0	0	0	1057
Mufka	516	0	8	0	0	70	0	5	0	0	599
Mulad	41	5	0	0	0	0	0	0	0	0	46
Mushroom	21971	182	34	9	3	440	90	0	0	0	22729
Musical Linguist	324	149	109	24	0	900	71	0	0	0	1577
Mustafaa	131	1	0	3	0	10	1	0	0	0	146
MykReeve	2	0	0	0	0	0	0	0	0	0	2
Myleslong	22	29	6	3	0	28	8	0	0	0	96
Mysekurity	728	14	40	21	0	81	2	0	0	0	886
Mysid	2489	2	2	1	0	14	5	0	0	0	2513
Mzajac	147	4	8	2	1	46	4	0	0	0	212
NCurse	1581	11	1	1	0	34	0	0	0	0	1628
NSLE	561	11	90	18	0	440	101	0	0	0	1221
Nabla	786	43	15	5	1	1	0	0	0	0	851
Nae'blis	844	53	28	2	0	15	2	0	0	0	944
Nagy	0	0	1	0	0	0	0	0	0	0	1
Nakon	31257	371	554	55	24	12502	6010	0	0	74	50847
Nancy	9790	67	328	16	11	592	11	5	0	6	10826
Nandesuka	691	28	92	15	2	382	27	1	0	0	1238
Nanfoodle	0	0	1	0	0	0	0	0	0	0	1
Nanobug	1	0	0	0	0	0	0	0	0	0	1
Nat	188	35	156	9	31	263	15	0	0	0	697
Natalie Erin	4501	23	68	3	0	987	27	0	0	0	5609
Natalya	323	13	36	7	3	109	39	0	0	0	530
NawlinWiki	145711	6318	8196	24	537	10955	436	230	0	3	172410
Necrothesp	307	8	0	0	1	105	8	0	0	0	429
Nehrams2020	3325	14	4	2	0	118	2	0	0	0	3465
Netsnipe	1143	60	597	91	10	3632	1742	0	0	0	7275
Neutrality	3710	30	48	10	0	175	58	0	0	0	4031
Nev1	128	6	12	2	7	72	1	0	0	0	228
Newyorkbrad	734	15	46	5	2	517	32	0	0	1	1352
Ngb	612	58	9	6	0	10	0	0	0	0	695
Nichalp	1191	70	50	16	4	72	9	0	979	123	2514
NicholasTurnbull	212	14	15	10	0	139	17	0	0	0	407
Nick	2664	127	234	23	19	651	67	8	0	1	3794
Nick-D	319	8	32	0	4	166	11	11	0	0	551
Nickptar	612	13	3	1	0	116	31	0	0	0	776
Nickshanks	52	1	3	0	0	0	0	0	0	0	56
Nicman911	0	0	2	0	0	0	0	0	0	0	2
Night Gyr	405	36	8	3	1	31	2	0	0	0	486
Nightmarishnight	0	0	1	0	0	0	0	0	0	0	1
Nightscream	20	7	41	2	1	93	2	1	0	0	167
Nightstallion	1762	126	70	7	0	29	2	0	0	0	1996
Nihiltres	7222	119	102	25	25	252	13	2	0	9	7769
Nihonjoe	4413	258	204	33	5	139	18	1	0	0	5071
Nikki311	407	2	24	1	2	39	1	0	0	1	477
Nilfanion	568	25	4	3	0	3	0	0	0	0	603
Nishkid64	7273	345	1215	634	65	5064	261	104	0	2	14963
Niteowlneils	4157	80	1	0	0	16	1	0	0	0	4255
Nixdorf	2	0	0	0	0	0	0	0	0	0	2
Nixeagle	10306	242	91	14	9	3224	77	20	0	2	13985
Nja247	79	7	11	1	8	152	1	13	0	5	277
Nlu	1594	87	598	225	12	3541	220	0	0	0	6277
Nmajdan	210	5	7	7	4	62	2	0	0	0	297
No Guru	925	11	31	12	0	431	8	0	0	0	1418
NoSeptember	1581	46	24	25	1	122	61	0	0	44	1904
NodpiW	0	0	1	0	0	0	0	0	0	0	1
Nohat	265	38	39	33	0	62	5	0	0	0	442
Noldoaran	2	0	0	0	0	0	0	0	0	0	2
Notheruser	70	0	0	0	0	0	0	0	0	0	70
Nousernamesleft	189	7	5	2	3	2	1	0	0	3	212
NrDg	1352	99	256	17	25	705	23	25	0	3	2505
NuclearWarfare	0	0	2	0	0	0	0	0	0	0	2
Nufy8	368	1	34	2	6	330	15	0	0	0	756
Number 57	5813	56	69	2	1	50	4	0	0	0	5995
Nunh-huh	440	29	22	3	1	310	11	3	0	1	820
Nv8200p	59494	179	25	3	0	106	3	0	0	0	59810
Nyttend	1880	91	10	0	0	139	1	0	0	0	2121
Oberiko	294	3	8	2	0	162	0	0	0	0	469
Obli	1047	6	28	5	0	99	7	0	0	0	1192
Ocatecir	1337	11	100	8	1	248	9	0	0	0	1714
Ocee	195	0	3	3	0	95	4	0	0	0	300
Od Mishehu	5170	147	168	24	24	267	51	103	0	4	5958
OhanaUnited	476	33	11	3	1	122	7	0	0	7	660
Ohnoitsjamie	3874	51	218	10	12	2156	47	11	0	0	6379
Okiefromokla	195	2	21	3	3	208	7	0	0	0	439
OldakQuill	325	20	6	2	0	2	1	0	0	0	356
Oldboy212	0	0	1	0	0	0	0	0	0	0	1
Oldelpaso	622	6	16	10	0	30	1	0	0	2	687
Oldwindybear	2	0	0	0	0	2	1	0	0	0	5
Oleg Alexandrov	683	56	14	8	0	35	9	0	0	1	806
Olessi	142	6	0	0	0	14	1	0	0	0	163
Oliver Pereira	0	4	0	1	0	0	0	0	0	0	5
Olivier	192	3	6	1	0	22	0	0	0	0	224
Omegatron	308	90	27	12	0	15	0	0	0	0	452
One	842	101	117	18	0	140	27	0	0	0	1245
Opabinia regalis	1409	5	15	2	0	3	0	0	0	0	1434
Orangemike	17314	101	453	22	11	2961	33	18	0	0	20913
Orderinchaos	2790	121	56	9	8	187	33	2	0	1	3207
Oren0	129	6	22	4	7	30	8	2	0	4	212
Orioane	114	1	4	2	0	11	0	0	0	0	132
Oscarthecat	2305	14	166	2	0	292	7	0	0	0	2786
OverlordQ	222	1	1	1	0	7	1	3	0	0	236
Owen	254	24	15	33	0	84	23	0	0	0	433
OwenX	2320	22	179	20	1	1232	82	2	0	7	3865
Oxymoron83	10742	98	407	9	59	5239	34	50	0	0	16638
PDH	9821	82	355	197	0	243	21	0	0	0	10719
PFHLai	3368	130	844	715	1	58	1	0	0	0	5117
PMDrive1061	12080	138	572	11	1	1248	31	68	0	1	14150
PS2pcGAMER	2303	23	25	32	0	87	18	0	0	0	2488
PZFUN	93	3	6	2	0	14	6	0	0	0	124
Pablo-flores	920	2	16	6	2	180	2	0	0	0	1128
PabsP	25	4	45	9	0	65	16	0	0	0	164
Paginazero	3	3	0	0	0	0	0	0	0	0	6
Pagrashtak	3190	13	3	2	0	10	1	0	0	0	3219
Pakaran	116	4	4	5	0	19	6	0	19	19	192
Pamri	707	1	0	4	0	0	0	0	0	0	712
Papa November	2863	43	20	4	10	210	13	1	0	0	3164
Parsecboy	2269	84	31	5	0	317	11	0	0	3	2720
Parthian Scribe	0	0	1	0	0	0	0	0	0	0	1
Pascal.Tesson	14800	84	77	2	1	751	20	0	0	0	15735
Pastordavid	1312	9	8	6	0	10	1	0	0	0	1346
Pathoschild	8284	149	151	33	0	2403	700	0	0	1	11721
Patrick	133	112	9	1	1	3	1	0	0	0	260
Pats1	229	48	125	7	12	290	6	1	0	0	718
Paul A	88	17	0	0	0	0	0	0	0	0	105
Paul August	1114	8	8	1	3	122	3	0	0	0	1259
Paul Erik	750	5	3	1	0	136	4	0	0	0	899
Pax:Vobiscum	574	38	182	6	13	34	1	0	0	0	848
Pb30	858	1	0	0	1	275	3	0	0	0	1138
Pcb21	100	42	3	6	0	1	1	0	0	0	153
PeaceNT	5087	175	105	10	8	298	9	0	0	0	5692
PedanticallySpeaking	41	8	2	0	0	0	0	0	0	0	51
Pedro	8547	39	82	10	7	708	13	6	0	209	9621
Pedro Paulo Vasconcellos	0	0	2	0	0	0	0	0	0	0	2
Pegship	165	2	1	0	0	1	0	0	0	0	169
Penader	0	0	1	0	0	0	0	0	0	0	1
Pending deletion script	1210	0	0	0	0	0	0	0	0	0	1210
Pengo	50	14	2	1	0	7	0	0	0	0	74
Penwhale	145	8	44	6	14	50	13	1	0	0	281
Pepsidrinka	993	33	34	19	0	395	34	0	0	0	1508
Perceval	29	0	5	4	0	19	0	0	0	0	57
Peripitus	5934	27	74	17	9	102	6	4	0	1	6174
Persian Poet Gal	2271	88	981	25	36	3134	140	4	0	1	6680
Peruvianllama	624	7	18	4	0	366	6	0	0	0	1025
Peteforsyth	6	5	1	1	3	6	2	0	0	0	24
Peter	3642	47	74	23	0	652	39	0	0	0	4477
PeterSymonds	4545	99	872	336	306	716	49	173	0	236	7332
Pgk	3711	73	556	54	0	4060	2204	0	0	0	10658
Phaedriel	3551	55	199	30	16	308	19	0	0	0	4178
Pharos	388	68	589	153	0	40	5	0	0	0	1243
Phil Bordelon	0	0	2	1	0	0	0	0	0	0	3
Phil Boswell	532	10	79	1	3	19	4	0	0	0	648
Phil Sandifer	674	136	79	56	8	278	69	0	0	0	1300
PhilKnight	17523	354	635	45	28	3468	162	66	0	16	22297
Philip Baird Shearer	327	68	59	13	16	13	1	0	0	0	497
Philippe	4087	51	332	31	41	1474	66	0	0	7	6089
Philosopher	949	15	26	1	4	28	2	6	0	23	1054
Phils	15	1	0	0	0	26	2	0	0	0	44
Philwelch	933	44	28	7	0	72	14	0	0	0	1098
Phuntsok2000	0	0	2	0	0	0	0	0	0	0	2
Physchim62	1115	41	34	5	0	107	17	0	0	0	1319
Piazzajordan2	0	0	1	0	0	0	0	0	0	0	1
Picaroon	4039	61	55	12	5	461	27	0	0	1	4661
PierreAbbat	0	0	0	0	0	5	0	0	0	0	5
Pigman	892	8	13	0	1	16	4	0	0	0	934
Pilotguy	7231	64	294	29	1	2576	685	0	0	0	10880
PinchasC	119	18	48	14	0	188	6	0	0	0	393
Pinkville	0	0	6	0	0	1	0	0	0	0	7
Piotrus	600	160	17	8	2	80	17	0	0	0	884
Pjacobi	230	6	15	3	0	99	2	0	0	0	355
Plange	123	0	3	1	0	32	0	0	0	0	159
Please try again.	0	0	1	0	0	0	0	0	0	0	1
Poeloq	21	1	0	0	0	51	2	0	0	4	79
Polaron	0	0	1	0	0	0	0	0	0	0	1
Pollinator	35	0	4	0	0	146	1	0	0	0	186
Poor Yorick	89	0	6	3	1	0	0	0	0	0	99
Postdlf	5468	79	115	4	3	672	9	1	0	0	6351
Pratyeka	1	1	0	0	0	0	0	0	0	0	2
Premeditated Chaos	1732	18	3	0	0	19	1	0	0	0	1773
PrimeHunter	53	6	2	1	0	0	0	0	0	1	63
ProcseeBot	0	0	0	0	0	12676	0	0	0	0	12676
Prodego	1812	251	133	83	58	1036	204	57	0	22	3656
ProhibitOnions	233	1	0	1	0	50	0	0	0	0	285
Prolog	1206	30	62	5	3	455	2	0	0	0	1763
Promethean	0	0	1	0	0	0	0	0	0	0	1
Proteus	113	0	2	0	0	11	10	0	0	0	136
Protonk	2297	1164	64	3	6	141	21	22	0	1	3719
ProveIt	4433	7	3	0	0	2	0	0	0	0	4445
Pschemp	2134	247	169	29	0	3321	319	0	0	0	6219
Psy guy	110	0	10	9	0	181	17	0	0	0	327
Punkmorten	6570	52	3	0	0	19	6	0	0	0	6650
Qaz	75	0	0	0	0	0	0	0	0	0	75
Quadell	84041	257	37	16	1	110	10	0	0	0	84472
Quarl	7973	111	22	10	0	37	3	0	0	0	8156
Quell	0	0	1	0	0	0	0	0	0	0	1
Quercusrobur	15	2	3	2	0	8	0	0	0	0	30
Qwghlm	588	31	15	1	0	17	0	0	0	0	652
R'n'B	976	30	6	0	0	0	0	0	0	0	1012
R-Con 9	0	0	1	0	0	0	0	0	0	0	1
R. Baley	4	3	24	0	10	68	5	0	0	0	114
R. fiend	2822	21	19	4	0	56	1	0	0	0	2923
R3m0t	1340	15	30	0	0	4	4	0	0	0	1393
RG2	3298	61	18	1	0	162	8	0	0	0	3548
RHaworth	40944	2709	1853	37	1	426	14	1	0	0	45985
RJFJR	32	1	0	0	0	0	0	0	0	0	33
RN	706	132	17	15	0	28	7	0	0	0	905
Radiant!	2464	50	180	45	0	178	23	0	0	0	2940
RadicalBender	510	8	3	0	0	13	0	0	0	0	534
RadioKirk	2676	77	164	15	0	1678	74	0	0	0	4684
Ragesoss	341	39	5	1	1	6	0	0	0	0	393
Ragib	462	15	51	8	2	254	11	0	0	0	803
Raith Sienar	0	0	8	0	0	0	0	0	0	0	8
Ral315	2266	121	351	28	24	345	49	0	0	2	3186
Ram-Man	834	3	16	0	1	25	6	0	0	0	885
Rama	720	9	18	10	0	315	13	1	0	0	1086
Rama's Arrow	1202	3	46	9	0	200	25	0	0	0	1485
Ramallite	2	0	0	0	0	6	0	0	0	0	8
Ran	193	3	7	0	2	87	2	0	0	0	294
Random832	609	127	30	11	10	33	8	0	0	7	835
Raso mk	0	0	1	0	0	0	0	0	0	0	1
RasputinAXP	2198	13	28	5	0	84	3	0	0	0	2331
Raul654	1141	101	1669	502	41	2435	225	4	147	59	6324
Raven4x4x	407	2	3	0	0	200	1	0	0	1	614
Raymolayenie	0	0	1	0	0	0	0	0	0	0	1
Raymond arritt	874	2	32	8	5	344	21	0	0	0	1286
Rbrwr	346	2	0	0	0	1	0	0	0	0	349
Rd232	1211	4	3	2	1	29	1	1	0	0	1252
Rdsmith4	3177	64	138	61	0	590	268	1	868	81	5248
Rebecca	2211	69	32	3	2	138	71	0	0	0	2526
Recurring dreams	6	0	1	0	0	21	1	0	0	0	29
RedWolf	14619	48	0	0	0	3	0	0	0	0	14670
RedWordSmith	240	10	13	20	0	20	1	0	0	0	304
RedirectCleanupBot	4377	0	0	0	0	0	0	0	0	0	4377
Redux	196	12	24	7	0	47	1	0	131	83	501
Redvers	16483	136	816	27	14	1849	201	301	0	0	19827
Redwolf24	1943	48	50	25	0	208	45	0	0	0	2319
Reedy	1085	30	33	13	13	39	11	0	0	9	1233
Refdoc	61	5	11	4	0	28	5	0	0	0	114
Reflex Reaction	511	14	1	2	0	6	0	0	0	0	534
RegentsPark	188	4	19	2	4	38	0	0	0	0	255
Remember the dot	803	11	26	1	7	16	1	0	0	13	878
Renata3	4596	30	14	2	0	59	4	0	0	0	4705
Renesis	148	0	25	1	0	19	6	0	0	0	199
Resolute	1096	15	11	2	1	27	1	0	0	0	1153
Retired username	12142	239	115	33	8	206	14	0	0	2	12759
RetiredUser2	376	88	25	15	0	12	6	0	0	0	522
Rettetast	19691	52	10	2	1	359	5	0	0	2	20122
Revolving Bugbear	102	7	5	1	0	25	11	0	0	0	151
RexNL	2299	11	153	11	9	4191	66	15	0	0	6755
ReyBrujo	951	36	101	29	5	138	2	0	0	0	1262
Rfl	364	39	0	0	0	0	0	0	0	0	403
Rhobite	719	15	67	26	0	617	47	0	0	0	1491
Rholton	250	3	8	1	0	19	3	0	0	0	284
Riana	14011	149	1041	106	105	2424	192	1	0	16	18045
Rich Farmbrough	2284	163	55	28	5	214	28	1	0	0	2778
Richardcavell	433	8	29	9	1	73	2	0	0	0	555
Richardshusr	884	37	46	22	10	12	3	0	0	0	1014
Rick Block	630	3	3	1	0	65	2	0	0	0	704
RickK	2466	14	53	5	0	651	26	0	0	0	3215
Ricky81682	3997	17	31	59	19	118	12	1	0	0	4254
Rifleman 82	370	38	29	9	4	103	6	3	0	3	565
Rigadoun	203	6	2	1	0	2	1	0	0	0	215
Risker	452	42	95	31	65	153	13	2	0	1	854
Rjd0060	14430	335	548	37	75	1079	120	30	0	22	16676
Rje	1193	8	93	171	0	315	5	0	0	0	1785
Rkitko	480	41	9	2	1	10	1	0	0	0	544
Rklawton	868	14	25	2	2	468	15	9	0	0	1403
Rlandmann	1057	68	23	3	0	44	3	0	0	0	1198
Rlevse	1345	58	131	17	26	2643	156	3	538	68	4985
Rlquall	4	1	0	0	0	1	1	0	0	0	7
Rmhermen	1974	13	24	7	2	54	0	0	0	0	2074
Roadrunner	0	0	0	0	0	5	0	0	0	0	5
RobH	0	0	0	0	0	0	0	0	1	0	1
RobLa	2	1	0	0	0	0	0	0	0	0	3
Robchurch	714	11	6	4	0	83	12	0	0	0	830
Robdurbar	1591	72	147	84	0	112	25	0	0	0	2031
Robert Merkel	0	1	0	0	0	5	4	0	0	0	10
RobertG	6023	23	37	5	1	365	23	0	0	1	6478
Robin Patterson	0	0	0	0	0	1	0	0	0	0	1
Robth	3830	187	5	3	0	10	0	0	0	0	4035
RobyWayne	122	0	0	0	0	14	0	0	0	0	136
RockMFR	1950	165	168	35	19	275	5	0	0	1	2618
Rockero	77	1	5	2	0	13	0	0	0	0	98
Rockpocket	435	9	25	9	4	137	15	0	0	1	635
Rocky Road	0	0	1	0	0	0	0	0	0	0	1
Rodhullandemu	733	41	550	23	89	1783	93	23	0	7	3342
Roger Davies	423	19	7	0	2	30	1	0	0	2	484
Rogerd	571	11	24	5	0	138	1	0	0	0	750
Ronline	60	3	6	8	0	11	1	0	0	0	89
Ronnotel	17	2	39	9	5	81	24	0	0	1	178
Rootology	56	2	72	0	15	66	1	5	0	1	218
Roozbeh	152	2	27	7	0	8	1	0	0	0	197
