User,Totals
(aeropagitica),13795 
172,138 
17Drew,358 
23skidoo,732 
28bytes,2130 
2over0,1680 
5 albert square,2926 
52 Pickup,193 
7,4396 
7SeriesBOT,6403 
@pple,727 
A Man In Black,3517 
A Train,321 
A. B.,3808 
AA,941 
ABCD,3733 
AGK,12462 
AKeen,40 
AZT2008,1 
Aarktica,213 
Aaron Brenneman,1425 
Aaron Schulz,9496 
Abecedare,559 
Academic Challenger,23054 
Acalamari,13004 
Accounting4Taste,29474 
Acdixon,220 
Acetic Acid,152 
Acropolis now,3 
Acroterion,57515 
Adam Bishop,3881 
Adambiswanger1,143 
Adambro,2298 
Adashiel,896 
Addshore,1162 
AdjustShift,767 
Admiral Norton,400 
Admrboltz,3730 
Aecis,4106 
Aervanath,2587 
After Midnight,53339 
Agathoclea,1537 
Ahoerstemeier,15755 
Airplaneman,5124 
Ais523,348 
Aitias,5473 
Akhilleus,1382 
Akradecki,5769 
Aksi great,2597 
Al Ameer son,113 
Alai,1468 
AlainV,1 
Alasdair,801 
Aldux,550 
Ale jrb,1945 
Alex Bakharev,4558 
Alex S,38 
Alex Shih,373 
Alex.muller,965 
Alex756,2 
AlexandrDmitri,2908 
Alexandria,3362 
Alexf,50860 
AlexiusHoratius,2584 
Alhutch,829 
Alison,12583 
AlisonW,706 
AlistairMcMillan,375 
AliveFreeHappy,232 
Alkivar,3331 
Allen3,12255 
AllyUnion,2452 
Alphachimp,11146 
Altenmann,7246 
Alteripse,21 
Alvestrand,574 
Amalas,1278 
Amalthea,6038 
Amatulic,4788 
Amberrock,704 
Amcaja,118 
Ameliorate!,585 
AmiDaniel,4034 
Amire80,550 
Amophar,1 
Amorymeltzer,4943 
Ams80,12 
Anas Salloum,1024 
Ancheta Wis,35 
Andonic,2344 
Andre Engels,3 
Andres,8 
Andrevan,2263 
Andrew Gray,1902 
Andrew Levine,796 
Andrew Norman,160 
Andrew Yong,31 
Andrew c,1700 
Andrewa,296 
Andris,17 
Android79,3734 
Andrwsc,8965 
AndyZ,1041 
AnemoneProjectors,4511 
Anetode,11596 
AngelOfSadness,1693 
Angela,2665 
Angelo.romano,1524 
Angr,35921 
Angusmclellan,21232 
AniMate,561 
Animum,4581 
Anomie,9802 
AnonEMouse,339 
Anonymous Dissident,3350 
Anonymous editor,1018 
Antandrus,14676 
Anthere,55 
Anthony Appleyard,41746 
Anthony Bradbury,23510 
AntiAbuseBot,1235 
AntonioMartin,60 
Apokryltaros,1 
Appraiser,335 
Aqwis,456 
Aranel,1145 
Arbitrarily0,2881 
Arcadian,499 
Archtransit,55 
Arctic.gnome,795 
Aris Katsaris,7 
Arjun01,1153 
Arminius,157 
ArnoldReinhold,312 
Arsenikk,506 
Art LaPella,80 
Arthur Rubin,1319 
Aruk Besadii Aora,2 
Arvindn,19 
Arwel Parry,933 
Asbestos,102 
Asterion,329 
AstroNomer,2 
Astronautics,882 
Atama,3104 
Athaenara,112543 
Atlant,699 
AuburnPilot,5294 
Audacity,37 
Aude,1840 
Auntof6,1 
Ausir,30 
Avraham,4759 
Awiseman,46 
Awolf002,15 
AxelBoldt,68 
AzaToth,2465 
B,16986 
BD2412,9672 
BOZ,724 
Babajobu,329 
Baboon Faceless,2 
Backslash Forwardslash,5029 
Bagumba,123 
Bahamut0013,3 
Bald Zebra,735 
Balloonman,472 
Banes,231 
Banno,78 
BanyanTree,3218 
Barek,2044 
Barneca,2492 
Barneca sock 1,1 
BaronLarf,458 
Barras,8 
Basalisk,107 
Bastique,769 
Bazonka,1 
Bbatsell,788 
Bbb23,1455 
Bcorr,239 
Bdesham,30 
Bduke,361 
Bearcat,9679 
Bearian,3091 
Bedford,73 
Beeblebrox,10294 
Beetstra,2489 
Bel123456,1 
Beland,241 
Bellhalla,24 
Ben MacDui,1186 
Bencherlite,7619 
Bencmq,3 
