User,Totals
(aeropagitica),13795 
172,138 
17Drew,358 
23skidoo,732 
28bytes,2285 
2over0,1680 
5 albert square,3156 
52 Pickup,193 
7,4712 
7SeriesBOT,6403 
@pple,727 
A Man In Black,3517 
A Train,321 
A. B.,4041 
AA,942 
ABCD,3733 
AGK,12803 
AKeen,40 
AZT2008,1 
Aarktica,213 
Aaron Brenneman,1425 
Aaron Schulz,9496 
Abecedare,559 
Academic Challenger,23055 
Acalamari,13058 
Accounting4Taste,29474 
Acdixon,224 
Acetic Acid,152 
Acropolis now,3 
Acroterion,58689 
Adam Bishop,3881 
Adambiswanger1,143 
Adambro,2298 
Adashiel,896 
Addshore,3506 
AdjustShift,767 
Admiral Norton,400 
Admrboltz,3730 
Aecis,4106 
Aervanath,2587 
After Midnight,53339 
Agathoclea,1537 
Ahoerstemeier,15755 
Airplaneman,5341 
Ais523,348 
Aitias,5473 
Akhilleus,1383 
Akradecki,5769 
Aksi great,2597 
Al Ameer son,117 
Alai,1468 
AlainV,1 
Alasdair,801 
Aldux,550 
Ale jrb,1945 
Alex Bakharev,4558 
Alex S,38 
Alex Shih,373 
Alex.muller,965 
Alex756,2 
AlexandrDmitri,2908 
Alexandria,3362 
Alexf,54090 
AlexiusHoratius,2611 
Alhutch,829 
Alison,12716 
AlisonW,713 
AlistairMcMillan,375 
AliveFreeHappy,232 
Alkivar,3331 
Allen3,12274 
AllyUnion,2452 
Alphachimp,11146 
Altenmann,7246 
Alteripse,21 
Alvestrand,574 
Amalas,1278 
Amalthea,6155 
Amatulic,5354 
Amberrock,704 
Amcaja,118 
Ameliorate!,585 
AmiDaniel,4034 
Amire80,562 
Amophar,1 
Amorymeltzer,4971 
Ams80,12 
Anas Salloum,1024 
Ancheta Wis,36 
Andonic,2345 
Andre Engels,3 
Andres,8 
Andrevan,2268 
Andrew Gray,1912 
Andrew Levine,796 
Andrew Norman,160 
Andrew Yong,31 
Andrew c,1700 
Andrewa,335 
Andris,17 
Android79,3734 
Andrwsc,8982 
AndyZ,1041 
AnemoneProjectors,4645 
Anetode,11617 
AngelOfSadness,1693 
Angela,2665 
Angelo.romano,1524 
Angr,35926 
Angusmclellan,21232 
AniMate,569 
Animum,4581 
Anomie,9821 
AnonEMouse,339 
Anonymous Dissident,3353 
Anonymous editor,1018 
Antandrus,14686 
Anthere,55 
Anthony Appleyard,42604 
Anthony Bradbury,24954 
AntiAbuseBot,1235 
AntonioMartin,60 
Apokryltaros,1 
Appraiser,335 
Aqwis,456 
Aranel,1145 
Arbitrarily0,2902 
Arcadian,499 
Archtransit,55 
Arctic.gnome,808 
Aris Katsaris,7 
Arjun01,1153 
Arminius,157 
ArnoldReinhold,312 
Arsenikk,511 
Art LaPella,80 
Arthur Rubin,1352 
Aruk Besadii Aora,2 
Arvindn,19 
Arwel Parry,933 
Asbestos,102 
Asterion,329 
AstroNomer,2 
Astronautics,882 
Atama,3107 
Athaenara,112916 
Atlant,699 
AuburnPilot,5328 
Audacity,39 
Aude,1846 
Auntof6,1 
Ausir,30 
Avraham,4820 
Awiseman,47 
Awolf002,15 
AxelBoldt,70 
AzaToth,2465 
B,16997 
BD2412,10642 
BOZ,793 
Babajobu,329 
Baboon Faceless,2 
Backslash Forwardslash,5029 
Bagumba,182 
Bahamut0013,3 
Bald Zebra,764 
Balloonman,472 
Banes,231 
Banno,78 
BanyanTree,3218 
Barek,2189 
Barneca,2492 
Barneca sock 1,1 
BaronLarf,458 
Barras,8 
Basalisk,413 
Bastique,769 
Bazonka,1 
Bbatsell,788 
Bbb23,2594 
Bcorr,241 
Bdesham,30 
Bduke,364 
Bearcat,9860 
Bearian,3109 
Bedford,73 
Beeblebrox,10773 
Beetstra,2493 
Bel123456,1 
Beland,241 
Bellhalla,24 
Ben MacDui,1200 
Bencherlite,7868 
Bencmq,3 
