User,Totals
Courcelles,12786
ProcseeBot,5474
Athaenara,3696
Magog the Ogre,2571
HJ Mitchell,2427
NawlinWiki,2367
RHaworth,2089
Cydebot,2024
PMDrive1061,1796
JohnCD,1698
Sphilbrick,1602
JamesBWatson,1326
Skier Dude,1246
Gogo Dodo,1199
Materialscientist,1155
Nakon,1142
Cirt,1087
Moonriddengirl,959
DragonflySixtyseven,955
Alexf,949
TorNodeBot,910
MGA73,883
Plastikspork,879
Lectonar,845
Acroterion,825
WOSlinker,821
Rodhullandemu,813
After Midnight,802
Edgar181,780
SchuminWeb,769
Phantomsteve,717
Nancy,680
Favonian,674
Bsadowski1,667
KrakatoaKatie,658
MuZemike,641
Tnxman307,615
Graham87,606
Discospinster,598
Tassedethe,581
Slakr,531
Malcolmxl5,526
Diannaa,510
Dabomb87,488
Wizardman,472
Anthony Appleyard,454
Jimfbleak,431
Ron Ritzman,425
Orangemike,423
VegaDark,403
Spartaz,371
Jclemens,357
HelloAnnyong,356
RL0919,349
Stephen,343
Explicit,336
Melesse,315
Mkativerata,306
AnemoneProjectors,301
Kuru,279
Vejvančický,273
Tide rolls,265
Beeblebrox,264
BD2412,257
Xavexgoem,252
PhilKnight,249
Airplaneman,247
A. B.,244
Admrboltz,240
VernoWhitney,238
Chase me ladies, I&#039;m the Cavalry,234
Bongwarrior,231
Elockid,225
C.Fred,223
Bearcat,218
Ronhjones,216
Joe Decker,216
Syrthiss,211
JoJan,211
Hyacinth,205
Kww,193
Od Mishehu,192
Jafeluv,190
JzG,190
Nlu,188
JLaTondre,186
Daniel Case,185
DGG,183
MPUploadBot,180
Rich Farmbrough,179
Timotheus Canens,178
Nyttend,176
Mike Selinker,173
Good Olfactory,167
Ged UK,162
Magioladitis,160
TexasAndroid,158
Black Kite,158
Alison,157
Malik Shabazz,155
Prolog,154
CactusWriter,147
Renamed user ixgysjijel,147
Kbdank71,146
WereSpielChequers,141
Shirik,138
Orphaned image deletion bot,135
GorillaWarfare,130
PeterSymonds,129
Wifione,127
Davewild,125
LadyofShalott,124
AlexandrDmitri,124
SarekOfVulcan,123
Gadfium,121
Closedmouth,121
SlimVirgin,121
Jujutacular,119
Kim Dent-Brown,113
Doug Weller,112
Saltine,111
Dlohcierekim,111
JPG-GR,111
7,110
GraemeL,108
Gwen Gale,108
Metropolitan90,108
SpacemanSpiff,104
DMacks,103
Prodego,103
Jac16888,102
DYKUpdateBot,101
TwinsMetsFan,100
FisherQueen,99
Canterbury Tail,99
GTBacchus,95
Voice of Clam,94
Vegaswikian,92
Wknight94,92
Graeme Bartlett,89
Future Perfect at Sunrise,89
Icairns,89
Elen of the Roads,87
Antandrus,84
Sandstein,83
David Eppstein,82
Zzuuzz,82
Eagles247,81
LFaraone,79
Fetchcomms,78
Anthony Bradbury,77
LessHeard vanU,71
Nev1,71
Ruslik0,69
Nihonjoe,68
JIP,66
BOZ,65
Barek,65
Smalljim,64
Ohnoitsjamie,64
Fences and windows,63
The Anome,61
Tikiwont,60
Mike Rosoft,60
Bencherlite,60
BrownHairedGirl,59
Bearian,59
AlexiusHoratius,58
SatyrTN,58
Soap,58
Vianello,57
MIDI,56
Anachronist,56
Tiptoety,56
Rd232,56
Deb,55
Theda,55
Chaser,54
John Vandenberg,53
Fuhghettaboutit,53
Calliopejen1,52
Jayjg,52
Mentifisto,52
ESkog,52
Hersfold,52
Neutrality,51
Ckatz,51
J04n,50
The Wordsmith,50
Infrogmation,49
Smith609,48
Jehochman,48
EdJohnston,47
It Is Me Here,45
JeremyA,45
CambridgeBayWeather,45
Nick-D,44
Djsasso,43
Uncle G,43
Will Beback,42
Scott MacDonald,42
Mattinbgn,41
Adambro,41
Jpgordon,41
Kralizec!,40
Shell Kinney,39
The Earwig,39
Dank,39
Lyrl,38
Joy,37
Kateshortforbob,37
Tone,37
DanielCD,37
Enigmaman,37
Connormah,36
R&#039;n&#039;B,36
EncMstr,35
The Rambling Man,35
Buckshot06,35
Nehrams2020,34
Malinaccier,34
Floquenbeam,34
Panyd,34
Someguy1221,34
Oldelpaso,33
Mojo Hand,33
OlEnglish,33
Harej,33
Tonywalton,32
Killiondude,31
Woody,31
Geschichte,30
J Milburn,30
Leyo,29
Patar knight,29
Bibliomaniac15,29
Bob the Wikipedian,29
Ruud Koot,29
MLauba,28
The wub,28
Mazca,27
