User,Totals
(aeropagitica),13795 
172,138 
17Drew,358 
23skidoo,732 
28bytes,1911 
2over0,1680 
5 albert square,2706 
52 Pickup,193 
7,4238 
7SeriesBOT,6398 
@pple,727 
A Man In Black,3517 
A Train,321 
A. B.,2354 
AA,941 
ABCD,3733 
AGK,12331 
AKeen,40 
AZT2008,1 
Aarktica,213 
Aaron Brenneman,1425 
Aaron Schulz,9496 
Abecedare,559 
Academic Challenger,23054 
Acalamari,12956 
Accounting4Taste,29474 
Acdixon,211 
Acetic Acid,152 
Acropolis now,3 
Acroterion,55919 
Adam Bishop,3881 
Adambiswanger1,143 
Adambro,2298 
Adashiel,896 
Addshore,1162 
AdjustShift,767 
Admiral Norton,400 
Admrboltz,3730 
Aecis,4106 
Aervanath,2576 
After Midnight,53339 
Agathoclea,1534 
Ahoerstemeier,15755 
Airplaneman,5122 
Ais523,348 
Aitias,5473 
Akhilleus,1381 
Akradecki,5769 
Aksi great,2597 
Al Ameer son,104 
Alai,1468 
AlainV,1 
Alasdair,801 
Aldux,550 
Ale jrb,1945 
Alex Bakharev,4558 
Alex S,38 
Alex Shih,373 
Alex.muller,964 
Alex756,2 
AlexandrDmitri,2908 
Alexandria,3360 
Alexf,48364 
AlexiusHoratius,2525 
Alhutch,829 
Alison,12529 
AlisonW,706 
AlistairMcMillan,375 
AliveFreeHappy,232 
Alkivar,3331 
Allen3,12196 
AllyUnion,2452 
Alphachimp,11146 
Altenmann,7246 
Alteripse,21 
Alvestrand,573 
Amalas,1278 
Amalthea,5827 
Amatulic,3723 
Amberrock,704 
Amcaja,118 
Ameliorate!,585 
AmiDaniel,4034 
Amire80,548 
Amophar,1 
Amorymeltzer,4943 
Ams80,12 
Anas Salloum,1024 
Ancheta Wis,35 
Andonic,2313 
Andre Engels,3 
Andres,8 
Andrevan,2263 
Andrew Gray,1830 
Andrew Levine,795 
Andrew Norman,160 
Andrew Yong,31 
Andrew c,1700 
Andrewa,278 
Andris,17 
Android79,3734 
Andrwsc,8906 
AndyZ,1041 
AnemoneProjectors,4417 
Anetode,11546 
AngelOfSadness,1674 
Angela,2665 
Angelo.romano,1524 
Angr,35911 
Angusmclellan,21232 
AniMate,558 
Animum,4581 
Anomie,9750 
AnonEMouse,339 
Anonymous Dissident,3348 
Anonymous editor,1018 
Antandrus,14635 
Anthere,55 
Anthony Appleyard,40772 
Anthony Bradbury,22926 
AntiAbuseBot,1235 
AntonioMartin,60 
Apokryltaros,1 
Appraiser,335 
Aqwis,456 
Aranel,1145 
Arbitrarily0,2881 
Arcadian,499 
Archtransit,55 
Arctic.gnome,533 
Aris Katsaris,7 
Arjun01,1153 
Arminius,157 
ArnoldReinhold,312 
Arsenikk,465 
Art LaPella,78 
Arthur Rubin,1298 
Aruk Besadii Aora,2 
Arvindn,19 
Arwel Parry,933 
Asbestos,102 
Asterion,329 
AstroNomer,2 
Astronautics,882 
Atama,3101 
Athaenara,112427 
Atlant,699 
AuburnPilot,5274 
Audacity,30 
Aude,1840 
Auntof6,1 
Ausir,30 
Avraham,4738 
Awiseman,46 
Awolf002,15 
AxelBoldt,68 
AzaToth,2455 
B,16985 
BD2412,9387 
BOZ,680 
Babajobu,329 
Baboon Faceless,2 
Backslash Forwardslash,5029 
Bagumba,13 
Bahamut0013,3 
Bald Zebra,735 
Balloonman,472 
Banes,231 
Banno,78 
BanyanTree,3218 
Barek,1903 
Barneca,2492 
Barneca sock 1,1 
BaronLarf,458 
Barras,8 
Bastique,767 
Bazonka,1 
Bbatsell,788 
Bbb23,196 
Bcorr,231 
Bdesham,30 
Bduke,357 
Bearcat,9325 
Bearian,3068 
Bedford,73 
Beeblebrox,9767 
Beetstra,2454 
Bel123456,1 
Beland,240 
Bellhalla,24 
Ben MacDui,1157 
Bencherlite,7274 
Bencmq,3 
Bennylin,1 
