User,Totals
(aeropagitica),13790 
172,138 
17Drew,358 
23skidoo,732 
28bytes,2427 
2over0,1794 
5 albert square,3479 
52 Pickup,193 
7,4850 
7SeriesBOT,6403 
@pple,738 
A Man In Black,3517 
A Train,321 
A. B.,4041 
AA,960 
ABCD,3732 
AGK,13433 
AKeen,40 
AZT2008,1 
Aarktica,213 
Aaron Brenneman,1425 
Aaron Schulz,9496 
Abecedare,558 
Academic Challenger,23092 
Acalamari,13806 
Acather96,473 
Accounting4Taste,29472 
Acdixon,230 
Acetic Acid,151 
Acropolis now,3 
Acroterion,65793 
Adam Bishop,3885 
Adambiswanger1,143 
Adambro,2298 
Adashiel,896 
Addshore,4146 
AdjustShift,767 
Adjwilley,27 
Admiral Norton,400 
Admrboltz,5327 
Aecis,4105 
Aervanath,2587 
After Midnight,53342 
Agathoclea,1583 
Ahoerstemeier,15750 
Airplaneman,5357 
Ais523,348 
Aitias,5468 
Akhilleus,1383 
Akradecki,5769 
Aksi great,2597 
Al Ameer son,149 
Alai,1468 
AlainV,1 
Alasdair,801 
Aldux,550 
Ale jrb,1945 
Alex Bakharev,4724 
Alex S,38 
Alex Shih,703 
Alex.muller,962 
Alex756,2 
AlexandrDmitri,2908 
Alexandria,3362 
Alexf,78173 
AlexiusHoratius,2739 
Alhutch,829 
Alison,12975 
AlisonW,714 
AlistairMcMillan,376 
AliveFreeHappy,234 
Alkivar,3330 
Allen3,12725 
AllyUnion,2451 
Alphachimp,11147 
Altenmann,7245 
Alteripse,25 
Alvestrand,574 
Amalas,1278 
Amalthea,6344 
Amatulic,7781 
Amberrock,920 
Amcaja,118 
Ameliorate!,632 
AmiDaniel,4030 
Amire80,578 
Amophar,1 
Amorymeltzer,10221 
Ams80,12 
Anas Salloum,1024 
Ancheta Wis,36 
Andonic,2348 
Andre Engels,3 
Andres,8 
Andrevan,1058 
Andrew Gray,1967 
Andrew Levine,797 
Andrew Norman,160 
Andrew Yong,31 
Andrew c,1700 
Andrewa,410 
Andris,17 
Android79,3734 
Andrwsc,9098 
AndyZ,1041 
AnemoneProjectors,5302 
Anetode,11737 
AngelOfSadness,1933 
Angela,2507 
Angelo.romano,1525 
Angr,35974 
Angusmclellan,21255 
AniMate,573 
Animum,4575 
Anna Frodesiak,3644 
Anomie,10482 
AnomieBOT III,1150 
AnonEMouse,339 
Anonymous Dissident,2631 
Anonymous editor,1003 
Antandrus,14615 
Anthere,58 
Anthony Appleyard,47715 
Anthony Bradbury,29491 
AntiAbuseBot,947 
AntonioMartin,60 
Apokryltaros,1 
Appraiser,335 
Aqwis,461 
Aranel,1145 
Arbitrarily0,2993 
Arcadian,499 
Archtransit,53 
Arctic.gnome,847 
Aris Katsaris,7 
Arjun01,1153 
Arminius,157 
ArnoldReinhold,319 
Arsenikk,616 
Art LaPella,80 
Arthur Rubin,1644 
Aruk Besadii Aora,2 
Arvindn,19 
Arwel Parry,941 
Asbestos,102 
Asterion,332 
AstroNomer,2 
Astronautics,881 
Atama,3764 
Athaenara,113154 
Atlant,699 
AuburnPilot,5487 
Audacity,39 
Aude,1850 
Auntof6,1 
Ausir,31 
Avraham,4074 
Awiseman,48 
Awolf002,15 
AxelBoldt,75 
AzaToth,2582 
B,20548 
BD2412,12357 
BDD,5070 
BOZ,1101 
Babajobu,329 
Baboon Faceless,2 
Backslash Forwardslash,5024 
Bagumba,308 
Bahamut0013,3 
Bald Zebra,768 
Balloonman,472 
Banes,228 
Banno,77 
BanyanTree,3225 
Barek,3129 
Barneca,2491 
Barneca sock 1,1 
BaronLarf,458 
Barras,8 
Basalisk,1024 
Bastique,753 
Bazonka,1 
Bbatsell,786 
Bbb23,11573 
Bcorr,243 
Bdesham,30 
Bduke,367 
Bearcat,10579 
Bearian,3826 
Bedford,73 
Beeblebrox,11722 
Beetstra,2551 
Bel123456,1 
Beland,246 
Bellhalla,24 
Ben MacDui,1395 
Bencherlite,8550 
Bencmq,3 
Bennylin,3 
Berean Hunter,1288 
Berig,54 
Betacommand,11366 
Bgwhite,341 
Bhadani,1940 
Bibliomaniac15,6430 
BigDom,546 
BigHaz,3245 
BigrTex,980 
Bigtimepeace,670 
Bilby,197 
Bill,1 
Billinghurst,2015 
BillyH,52 
Biosthmors,16 
BirgitteSB,187 
Bishonen,2293 
Bishzilla,119 
Bjarki S,142 
Bjelleklang,1100 
Bkell,1588 
Bkonrad,1620 
Black Falcon,7152 
Black Kite,11928 
Blankfaze,400 
Blood Red Sandman,1154 
Blubberboy92,1 
Bluemoose,10805 
Bluerasberry,12 
Blurpeace,584 
Bmicomp,465 
Bob the Wikipedian,3820 
Bobak,1242 
Bobet,5455 
Bobo192,4998 
Bogdangiusca,3444 
Boing! said Zebedee,10825 
Bongwarrior,33940 
Bonkers Bobcat,1 
Bookofjude,805 
Bopped Kia,1 
BorgHunter,908 
BorgQueen,9661 
Borisblue,402 
Bovlb,96 
BozMo,516 
BradBeattie,421 
BradPatrick,26 
Bradeos Graphon,6278 
Brandon,5181 
Bratsche,807 
Brendanconway,1192 
BrendelSignature,201 
Brian,22 
Brian Kendig,44 
Brian0918,3571 
Brianga,2875 
Briangotts,153 
Brighterorange,216 
Brion VIBBER,258 
Brockert,309 
BrokenSegue,1707 
Brookie,5929 
BrownHairedGirl,3648 
Bryan Derksen,1176 
Bsadowski1,9631 
Bubba hotep,4561 
Buchanan-Hermit,1037 
Bucketsofg,984 
Buckshot06,689 
Bumm13,963 
Bunchofgrapes,1092 
Burgundavia,1110 
Butseriouslyfolks,5418 
C-3PO,3 
C.Fred,20840 
C12H22O11,1473 
CALR,30 
CAT:TEMP deletion bot,2118 
CBDunkerson,4357 
CBM,5325 
CIreland,2716 
CJ,2447 
CJCurrie,772 
CJLL Wright,2233 
CLW,14013 
CMBJ,1 
COGDEN,111 
CRGreathouse,31 
CSTAR,168 
CT Cooper,3450 
CYD,2 
Cactus.man,899 
CactusWriter,9227 
Cacycle,247 
Cailil,437 
Caknuck,3349 
Callanecc,4452 
Calliopejen1,6211 
Calmer Waters,15839 
Caltrop,91 
CambridgeBayWeather,19908 
Camembert,15 
Camw,952 
Can't sleep clown will eat me,45675 
Canadian Paul,1363 
Canadian-Bacon,684 
CanadianCaesar,4772 
Canderson7,1447 
Canley,1056 
Canterbury Tail,3342 
Cantthinkofagoodname,4 
CapitalR,20798 
Capitalistroadster,653 
Carabinieri,478 
Carbonite,476 
Carcharoth,139 
Caribbean H.Q.,766 
Carioca,3105 
Carlosguitar,3153 
Carlossuarez46,11345 
Carnildo,2749 
Cary Bass,23 
Casliber,1141 
Catbar,42 
Catfish Jim and the soapdish,987 
CatherineMunro,88 
Catrope,35 
CattleGirl,992 
Caulde,4112 
Causa sui,3554 
Cbl62,228 
Cbrown1023,4242 
Cburnett,97 
Cdc,2240 
Cecropia,429 
Cedrus-Libani,106 
Celestianpower,1016 
Cenarium,2967 
Centrx,21086 
Ceranthor,465 
Cerebellum,31 
CesarB,5072 
Ceyockey,1880 
Chadloder,6 
Chairboy,5455 
Chamal N,390 
Chancemill,4 
Charles Matthews,2285 
CharlieEchoTango,2902 
Chase me ladies I'm the Cavalry,6872 
Chaser,4039 
Ched,287 
Chell and the cake,2 
Chessnotator1967,1 
Chick Bowen,5415 
Chillum,2481 
Chmod007,19 
Chochopk,68 
Choess,89 
Cholmes75,4790 
Chris 73,2783 
Chris G,10364 
Chris Roy,4 
ChrisGriswold,1431 
ChrisO,3662 
ChrisTheDude,973 
Chrislk02,6416 
Christine (WMF),2 
Christopher Mahan,43 
Christopher Parham,790 
Christopher Sundita,138 
Chuck SMITH,1 
Chunky Rice,389 
Chuq,376 
CieloEstrellado,1 
Cimon Avaro,266 
Cindamuse,1223 
Circeus,2024 
Cirt,40574 
Citicat,881 
Ck lostsword,657 
Ckatz,3583 
Clarkk,24 
Cleared as filed,1420 
Climie.ca,19 
ClockworkLunch,95 
ClockworkSoul,1101 
Closedmouth,39312 
CloudNine,500 
ClueBot,1 
Cnwb,697 
Cobaltbluetony,8392 
Cobi,94 
Coelacan,2218 
Coffee,5127 
Coffeedrinker87,1 
Cohesion,6871 
Commander Keane,5403 
Connormah,2757 
Conscious,13574 
Consumed Crustacean,1212 
Conti,650 
Cool Hand Luke,1762 
Cool3,68 
Coralmizu,246 
CorbieVreccan,112 
Coredesat,12109 
Coren,1651 
Courcelles,94024 
Cowman109,1019 
Craigy144,3161 
Crazycomputers,2083 
Crazytales,483 
Cremepuff222,291 
Crisco 1492,3455 
Croat Canuck,94 
Crum375,642 
Cryptic,10123 
CryptoDerk,2227 
Crzrussian,5619 
Cuchullain,1234 
Curps,33114 
Cutler,76 
CyborgTosser,2 
Cyde,20518 
Cydebot,131011 
Cyp,3 
Cyrius,1866 
D. Recorder,228 
DDima,655 
DESiegel,2095 
DGG,27274 
DJ Clayworth,7179 
DMacks,14686 
DO11.10,459 
DVD R W,7221 
DYKUpdateBot,2147 
DaGizza,1425 
Dabomb87,6372 
Dale Arnett,80 
Dan100,570 
DanKeshet,113 
DanMS,68 
Dana boomer,220 
Danaman5,313 
Danger,2341 
DangerousPanda,7527 
Daniel,7246 
Daniel Case,19143 
Daniel J. Leivick,1113 
Daniel Olsen,807 
Daniel Quinlan,61 
Daniel Simanek,7 
DanielCD,410 
Dank,17756 
Danny,1378 
Dannyisme,13 
Dante Alighieri,1049 
DarTar,3 
DarkFalls,4916 
Darkoneko,9 
Darkwind,2714 
Darthgriz98,376 
Darwinek,2709 
Dave souza,748 
Davewild,5840 
Daveydweeb,142 
David D.,62 
David Eppstein,3684 
David Fuchs,1426 
David Gerard,2540 
David Kernow,685 
David Levy,2190 
David Newton,85 
David.Monniaux,953 
DavidLevinson,105 
DavidWBrooks,1333 
Davidcannon,424 
Davidgothberg,503 
Davidruben,126 
Davodd,261 
Dbachmann,1024 
Dbenbenn,7072 
Dcoetzee,1595 
Ddstretch,307 
De728631,2801 
Deacon of Pndapetzim,1243 
DeadEyeArrow,1182 
Deathphoenix,1739 
Deb,21662 
Deckiller,1725 
Decltype,3113 
Decumanus,57 
Deiz,1558 
Dekimasu,1284 
Delirium,3855 
Delldot,3396 
DeltaQuad,8735 
Deltabeignet,988 
Demi,254 
Denelson83,1321 
Denni,2385 
Dennis Brown,2756 
DerHexer,140858 
Derek Ross,563 
Deryck Chan,472 
Deskana,4046 
Deville,1388 
Dfrg.msc,45 
Dgies,881 
Dgrant,1 
Diannaa,46102 
Diberri,142 
Dieter Simon,63 
Dijxtra,200 
Dina,3714 
Dino,27 
Dinoguy1000,196 
Discospinster,28909 
Djsasso,2978 
Dlohcierekim,9750 
Dmn,78 
DoRD,8636 
Doc glasgow,5807 
Docu,1418 
Doczilla,218 
Dominic,17889 
DonCalo,1 
Donald Albury,1557 
DoomsDay349,228 
Dori,15 
Doug,782 
Doug Bell,2532 
Dougweller,8026 
Dpbsmith,160 
Dpmuk,568 
Dppowell,135 
DrBob,25 
DrKiernan,3711 
DragonflySixtyseven,77238 
Dragons flight,1134 
Dravecky,1596 
Dreadstar,4904 
Drilnoth,17367 
Drini,1 
Drmies,8232 
DropDeadGorgias,463 
Drosenthal,5 
Dsmdgold,848 
Duja,1123 
Duk,4097 
Dumelow,93 
Duncharris,1212 
Durin,2679 
Durova,738 
Dustimagic,283 
Dvyost,68 
Dweller,2610 
Dysprosia,272 
ERcheck,4054 
ESkog,13725 
EVula,4024 
EWS23,824 
Eagles247,2852 
Earl Andrew,311 
East718,239961 
Ed Poor,268 
Ed g2s,3239 
EdJohnston,5204 
Edcolins,117 
Edgar181,110421 
Edison,1285 
Edokter,2168 
Edward,404 
Edward Z. Yang,24 
EdwinHJ,658 
Efe,2160 
Egil,281 
Ekabhishek,54 
El C,5600 
Eleassar,648 
Electionworld,1319 
Elen of the Roads,1233 
Elf,152 
Elf-friend,498 
Elfix,1 
ElinorD,7678 
Eliz81,1354 
Elkman,6444 
Ellsworth,19 
Elockid,21508 
Elonka,2018 
Eloquence,190 
Eluchil404,1574 
Emperor,105 
EncMstr,3906 
Encephalon,211 
Enchanter,20 
EncycloPetey,328 
Enigmaman,3502 
Enochlau,17783 
Epbr123,3770 
Erdem Tüzün,2 
Ericorbit,1257 
ErikHaugen,1840 
ErrantX,686 
Esanchez7587,5157 
Espresso Addict,534 
Esprit15d,431 
Essexmutant,28 
Essjay,3790 
Esteffect,1016 
Etlib,2 
Eugene van der Pijll,1046 
EurekaLott,1494 
Euryalus,1940 
Eustress,798 
Ev,193 
EvanProdromou,1 
Eventtable,1 
Evercat,714 
Everyking,1390 
Evil Monkey,2254 
Evil saltine,2841 
Evilphoenix,1146 
Excirial,5855 
Explicit,161479 
Exploding Boy,2338 
Extransit,1090 
Extraordinary Machine,715 
Extreme Unction,623 
Eye of the Mind,39 
EyeEightDestroyerBot,2149 
EyeSerene,1505 
Eyrian,733 
Ezeu,1164 
Ezhiki,2421 
FF2010,4790 
FT2,1047 
Fabrice Florin,2 
Fabrictramp,5373 
Fainites,104 
Faithlessthewonderboy,4212 
Falco McCloud,1 
Fang Aili,29834 
Fantasy,30 
Fastfission,402 
Fastily,193287 
Father Goose,41 
Favonian,21268 
Fawcett5,887 
Fayenatic london,1268 
FayssalF,2189 
Feco,3 
Feezo,1223 
FeloniousMonk,226 
Femto,708 
Fences and windows,1125 
Fennec,62 
Ferkelparade,635 
Fetchcomms,2506 
Feydey,8853 
Filelakeshoe,1216 
Filiocht,897 
Finlay McWalter,951 
Fir0002,22 
Firsfron,2395 
Fish and karate,10870 
FisherQueen,11773 
Fishhead64,54 
Fl,2859 
Flcelloguy,2693 
FloNight,935 
Flockmeal,162 
Floquenbeam,3476 
Flowerparty,2067 
Flucky,1 
Fluffernutter,2405 
Flyguy649,3297 
FlyingToaster,66 
Formeruser-81,113 
Formeruser-82,437 
Foxj,3028 
Fram,16061 
Fran Rogers,22076 
Franamax,196 
FrancisTyers,286 
Francs2000,10906 
Frank,5679 
Frankcjones,2 
Frazzydee,546 
Freakofnurture,22921 
Fred Bauder,2087 
Fred J,1503 
Fredrik,254 
FreeRangeFrog,282 
Freestylefrappe,68 
FreplySpang,7690 
Fribbler,638 
Friday,10817 
Fritzpoll,1320 
Fropuff,33 
Fuhghettaboutit,14031 
Func,1363 
Furrykef,125 
Future Perfect at Sunrise,21734 
Fuzheado,1618 
Fvasconcellos,2480 
Fvw,8717 
Fys,1056 
Fæ,1008 
G-Man,173 
G.A.S,101 
GB fan,12616 
GDonato,3925 
GRBerry,2059 
GTBacchus,5675 
Gabbe,719 
Gadfium,10240 
Gadget850,974 
Gaillimh,97 
Gaius Cornelius,140 
Galwhaa,257 
Gamaliel,3517 
Ganeshk,1539 
Garion96,14375 
Garzo,859 
Gatoclass,265 
Gator1,452 
Gazimoff,415 
Gdr,444 
Ged UK,10336 
GeeJo,834 
GeneralPatton,47 
Geni,11856 
Geniac,919 
Gentgeen,151 
Geogre,5451 
Geometry guy,349 
Georgewilliamherbert,2117 
Gerald Farinas,78 
Geschichte,7728 
Getluv,1 
Gfoley4,5265 
GiantSnowman,10688 
Gilliam,14506 
Gimmetrow,2310 
Ginkgo100,1577 
Gladys j cortez,130 
GlassCobra,4264 
Glen,6580 
Gloss,1 
Gnangarra,2426 
Gnasher29,1 
Goatasaur,22 
Gogo Dodo,105751 
Golbez,7974 
GoldRingChip,223 
Goldom,2009 
GoneAwayNowAndRetired,439 
Gonzo fan2007,4625 
Gonzonoir,126 
Good Olfactory,19336 
Goodnightmush,1155 
Goodoldpolonius2,34 
GorillaWarfare,3122 
Graeme Bartlett,20664 
GraemeL,2897 
Graft,8 
Graham87,25686 
GrahamColm,257 
Grandiose,1 
Grant65,27 
Greeves,369 
GregAsche,431 
GregRobson,1 
Grenavitar,954 
Grendelkhan,44 
Grm wnr,586 
Grondemar,374 
Grossmünster,1 
Ground Zero,223 
Grue,370 
Grunt,109 
Grutness,3826 
Gryffindor,306 
Gtrmp,419 
Guanaco,1423 
Guerillero,2137 
Guettarda,482 
Guillom,5 
Gurch,38202 
Gurubrahma,595 
Gutza,26 
Gwalla,1076 
Gwen Gale,10011 
Gwernol,8771 
Gyrofrog,878 
H,8026 
HJ Mitchell,31834 
Hadal,2571 
Haemo,2682 
Hahc21,629 
Hajor,212 
Hall Monitor,3980 
Hamster Sandwich,37 
HangingCurve,5394 
Hannibal,24 
Happy-melon,3070 
HappyCamper,5701 
Happyme22,645 
Harej,3327 
Harold Oxley,2 
Harrias,238 
Harro5,5097 
Harryboyles,5241 
Hashar,22 
Hatricide,1 
Haukurth,1419 
Hawkeye7,60 
Hawstom,17 
Hbdragon88,714 
Hcheney,35 
Hdt83,178 
Heah,920 
Heimstern,1704 
HelloAnnyong,6520 
Hemanshu,457 
Hemlock Martinis,1047 
Henrik,1065 
Henry Flower,380 
Henrygb,1557 
Hephaestos,8 
Herbythyme,3633 
HereToHelp,275 
Hermione1980,526 
Hernando Magallanes,3 
Heron,85 
Herostratus,5515 
Hersfold,8273 
Hesperian,3060 
Hiberniantears,2253 
